Time (ms),User Id,Global body mq,Upper body mq,Left arm mq,Right arm mq,Head mq,Left Hand mq,Right Hand mq,User Id,Global body mq,Upper body mq,Left arm mq,Right arm mq,Head mq,Left Hand mq,Right Hand mq
109278,0.000000,3.386296,3.386296,0.057275,2.899385,0.042292,0.013483,1.890786,1.000000,2.137972,2.137972,0.640279,0.380527,0.047693,0.036681,0.349023
109378,0.000000,1.467385,1.467385,0.065461,1.194710,0.023708,0.013861,0.631635,1.000000,1.188276,1.188276,0.342073,0.297584,0.034411,0.048791,0.280517
109442,0.000000,2.500078,2.500078,0.082656,1.977061,0.021694,0.013273,1.141654,1.000000,1.757403,1.757403,0.771097,0.171356,0.010339,0.182517,0.155532
109546,0.000000,3.283736,3.283736,0.114895,1.919811,0.016601,0.012447,1.672280,1.000000,1.652279,1.652279,1.310649,0.179806,0.053058,0.180020,0.165548
109650,0.000000,1.606171,1.606171,0.154417,0.930916,0.018165,0.019838,0.646422,1.000000,1.355595,1.355595,0.465004,0.344312,0.164659,0.145074,0.262487
109774,0.000000,1.341450,1.341450,0.116255,0.839833,0.016250,0.017711,0.756956,1.000000,2.911532,2.911532,1.103735,0.557041,0.579826,0.092165,0.352786
109874,0.000000,1.122869,1.122869,0.047782,0.830179,0.015272,0.005966,0.679239,1.000000,1.284073,1.284073,0.427346,0.451640,0.145739,0.102207,0.405051
109950,0.000000,123.427353,123.427353,66.301994,43.732513,3.745870,26.856825,19.777004,1.000000,13.935321,13.935321,13.393564,0.154272,0.117204,6.593866,0.127272
110078,0.000000,123.093941,123.093941,66.266533,44.070457,3.714467,26.871384,20.224031,1.000000,7.952719,7.952719,7.469894,0.039300,0.107341,5.767468,0.025974
110146,0.000000,1.371081,1.371081,0.229961,0.387184,0.032265,0.045849,0.220550,1.000000,18.171410,18.171410,4.655784,8.248653,0.897345,1.465763,0.082368
110246,0.000000,3.311455,3.311455,0.361776,2.428244,0.027618,0.063269,1.943251,1.000000,10.266543,10.266543,2.253781,4.118278,1.098766,0.428037,0.130303
110345,0.000000,7.167592,7.167592,0.428701,6.435414,0.021134,0.083215,3.683060,1.000000,8.442493,8.442493,2.922492,2.672155,0.083898,1.329815,0.028915
110450,0.000000,3.981915,3.981915,0.646153,3.050196,0.013037,0.126442,1.097164,1.000000,14.600639,14.600639,8.025311,2.004291,0.518543,5.736025,0.517770
110578,0.000000,3.788886,3.788886,0.445236,2.240537,0.005009,0.082146,1.697530,1.000000,5.351968,5.351968,1.578997,1.279429,0.380159,1.348245,0.680474
110678,0.000000,10.418303,10.418303,0.434251,9.541418,0.039873,0.088501,5.387511,1.000000,6.701108,6.701108,1.139945,3.346738,0.274899,0.631475,0.137668
110774,0.000000,2.716858,2.716858,0.296360,2.255735,0.012811,0.060127,1.134386,1.000000,9.115652,9.115652,0.878181,5.472006,0.304701,0.266070,0.098883
110850,0.000000,225.901581,225.901581,130.907501,71.070114,5.891420,53.825821,28.967125,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
110942,0.000000,249.406570,249.406570,130.777512,94.944618,5.882144,53.897923,42.917358,1.000000,7.123077,7.123077,1.146078,3.814202,0.278680,0.598841,0.245566
111042,0.000000,5.214053,5.214053,0.135955,4.468308,0.004565,0.025449,2.062716,1.000000,13.647640,13.647640,9.721399,2.023713,0.059778,5.321596,0.034216
111142,0.000000,6.709732,6.709732,0.167870,6.416480,0.002873,0.024864,4.535129,1.000000,48.208611,48.208611,36.829300,9.563993,0.232653,10.336665,0.195342
111250,0.000000,4.025115,4.025115,0.154647,3.149359,0.008721,0.022448,1.786644,1.000000,21.435116,21.435116,8.359533,9.791116,0.815450,2.299505,0.066262
111378,0.000000,3.077307,3.077307,0.108110,2.008045,0.071696,0.011850,1.233177,1.000000,10.915648,10.915648,4.091558,3.702558,0.910882,1.320578,0.209347
111478,0.000000,1.272388,1.272388,0.059861,0.800037,0.038839,0.005189,0.379447,1.000000,6.157743,6.157743,3.393883,0.446103,0.559589,1.031401,0.111523
111578,0.000000,1.707948,1.707948,0.048130,0.967395,0.063915,0.005412,0.545274,1.000000,5.213905,5.213905,1.867112,0.284866,0.380012,0.590427,0.102809
111678,0.000000,1.526088,1.526088,0.101947,0.776044,0.034580,0.019202,0.420455,1.000000,2.789024,2.789024,0.854220,1.270386,0.281461,0.275310,0.073631
111742,0.000000,1.746188,1.746188,0.937068,0.469385,0.024106,0.179374,0.250891,1.000000,6.075030,6.075030,0.471334,3.400170,0.210874,0.153903,0.129416
111842,0.000000,0.959967,0.959967,0.395118,0.302728,0.019976,0.088396,0.166895,1.000000,6.574597,6.574597,0.230222,5.423065,0.153051,0.075799,0.145933
111942,0.000000,2.002554,2.002554,1.170737,0.332489,0.024227,0.250544,0.154418,1.000000,10.561026,10.561026,0.988891,6.474507,0.112216,0.294700,0.171729
112050,0.000000,3.291272,3.291272,1.403902,0.297800,0.041874,0.332936,0.123874,1.000000,4.203608,4.203608,1.050554,1.562653,0.097559,0.320903,0.070645
112174,0.000000,3.210220,3.210220,1.223578,0.181053,0.122858,0.288565,0.053133,1.000000,6.850922,6.850922,0.860301,4.818331,0.085278,0.276683,0.068860
112274,0.000000,3.289400,3.289400,1.772698,0.226041,0.219898,0.105430,0.057531,1.000000,1.693726,1.693726,0.248892,0.906821,0.083994,0.065699,0.042797
112374,0.000000,15.194655,15.194655,11.547606,1.307390,0.681970,4.267809,1.020071,1.000000,9.269458,9.269458,0.684588,6.996683,0.099546,0.202901,0.032263
112474,0.000000,20.089605,20.089605,16.121656,1.399190,1.596739,8.557931,1.006105,1.000000,22.336220,22.336220,16.106428,4.869161,0.117914,5.258196,0.022638
112542,0.000000,10.650327,10.650327,5.029384,0.741773,2.271895,0.000000,0.403922,1.000000,18.667688,18.667688,11.405414,6.839270,0.106598,3.654386,0.017029
112650,0.000000,26.035515,26.035515,13.590498,1.506228,4.078179,5.553175,0.190813,1.000000,9.075570,9.075570,4.975188,3.448100,0.112740,1.659899,0.051888
112774,0.000000,40.778957,40.778957,24.469028,5.140127,3.948386,7.629704,1.302036,1.000000,8.172558,8.172558,1.194947,6.407311,0.085001,0.247482,0.125085
112874,0.000000,41.027916,41.027916,24.113331,9.893545,1.962464,12.053612,0.000000,1.000000,8.679305,8.679305,0.649953,7.509644,0.050968,0.171197,0.029165
112974,0.000000,63.369137,63.369137,31.965923,26.888372,1.032293,0.000000,17.953438,1.000000,6.934430,6.934430,3.721618,2.708474,0.068697,1.434999,0.299954
113074,0.000000,28.435356,28.435356,8.740351,16.884052,0.652474,0.000000,10.331397,1.000000,7.522130,7.522130,1.745034,5.504823,0.131819,0.877623,0.070572
113174,0.000000,50.057671,50.057671,4.733868,44.050545,0.356524,0.000000,28.998863,1.000000,4.678682,4.678682,0.562034,3.610964,0.245568,0.271861,0.054732
113242,0.000000,26.555948,26.555948,6.072145,14.569996,2.406453,0.000000,7.294676,1.000000,17.215042,17.215042,15.965759,0.586136,0.265345,7.977398,0.102551
113342,0.000000,45.799473,45.799473,15.663143,7.983006,8.372346,0.000000,1.149287,1.000000,6.441838,6.441838,5.174553,0.377796,0.245814,2.012782,0.133962
113442,0.000000,106.225044,106.225044,38.249058,33.986626,11.040352,0.000000,11.859962,1.000000,5.980976,5.980976,4.041633,1.313954,0.204880,1.327078,0.046270
113550,0.000000,105.424667,105.424667,35.317665,30.735876,13.605334,0.000000,8.261730,1.000000,4.332023,4.332023,1.180179,2.620458,0.177393,0.000000,0.046215
113674,0.000000,73.473503,73.473503,19.445829,35.337395,6.257720,0.000000,16.359438,1.000000,72.411362,72.411362,0.496018,71.583733,0.124825,0.000000,28.449217
113773,0.000000,95.565140,95.565140,13.342436,69.491577,3.946741,0.000000,38.954075,1.000000,40.211723,40.211723,0.245779,39.774185,0.080425,0.089308,19.345661
113870,0.000000,55.126938,55.126938,8.042501,39.681599,2.880807,0.000000,22.553034,1.000000,8.234747,8.234747,0.208671,7.834648,0.062291,0.098253,2.167346
113937,0.000000,40.766815,40.766815,8.106280,24.322393,2.780140,0.000000,12.028528,1.000000,2.692496,2.692496,0.276430,2.204204,0.047877,0.138517,0.768875
114038,0.000000,44.982895,44.982895,13.437508,21.369362,3.415966,0.000000,9.395443,1.000000,18.209618,18.209618,0.173314,15.342326,0.047725,0.088964,7.342413
114137,0.000000,41.842403,41.842403,16.182690,14.716137,3.207174,0.000000,4.549582,1.000000,7.069610,7.069610,0.115791,5.852478,0.045986,0.006252,2.929918
114237,0.000000,44.840092,44.840092,14.362668,23.867109,0.768809,0.000000,12.564137,1.000000,49.951824,49.951824,0.083780,48.855492,0.042511,0.009518,15.920491
114350,0.000000,78.236916,78.236916,20.986500,37.262154,7.140253,0.000000,20.024923,1.000000,95.952126,95.952126,20.230585,75.459633,0.045213,0.551417,31.161591
114473,0.000000,69.699478,69.699478,17.106096,32.359985,5.881099,0.000000,13.196971,1.000000,21.036856,21.036856,3.534597,15.590857,0.035583,0.389339,5.097262
114573,0.000000,40.200123,40.200123,7.656294,22.717384,3.110920,0.000000,9.461469,1.000000,6.206488,6.206488,2.184515,3.402223,0.022123,0.226465,1.863899
114674,0.000000,37.259651,37.259651,6.507918,21.762531,2.934907,0.000000,10.668470,1.000000,49.253246,49.253246,35.811539,8.846306,1.569054,20.669418,2.635408
114738,0.000000,49.519180,49.519180,4.827181,34.662209,2.861995,0.000000,13.949532,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
114838,0.000000,26.575113,26.575113,3.971113,10.794718,3.474658,0.000000,2.690019,1.000000,51.741642,51.741642,35.431595,14.636238,0.480478,14.183134,1.341227
114938,0.000000,20.466183,20.466183,4.693790,7.585369,2.314326,0.000000,2.296295,1.000000,48.296288,48.296288,37.921276,9.061455,0.263496,0.000000,0.446926
115050,0.000000,23.274057,23.274057,6.438365,5.822871,4.726715,0.000000,2.054237,1.000000,7.924613,7.924613,4.310904,2.639876,0.355892,0.000000,0.275572
115166,0.000000,26.253677,26.253677,6.959316,11.345602,2.937020,0.000000,5.127850,1.000000,5.788328,5.788328,3.294627,1.944416,0.269820,0.000000,0.152287
115265,0.000000,23.889652,23.889652,4.609751,7.089264,2.727928,0.000000,3.044080,1.000000,9.085793,9.085793,2.593968,6.249969,0.127979,0.000000,0.070024
115365,0.000000,22.336607,22.336607,4.534040,3.146521,4.650977,0.000000,1.113668,1.000000,5.183991,5.183991,1.177473,1.665701,0.116490,0.000000,0.099155
115469,0.000000,17.875172,17.875172,5.098328,6.327887,2.561596,0.000000,2.692762,1.000000,11.943558,11.943558,9.278345,1.187336,0.160020,0.000000,0.069251
115569,0.000000,9.019367,9.019367,3.531662,3.107513,0.861928,0.000000,1.210175,1.000000,8.343299,8.343299,6.358066,0.978407,0.199152,0.000000,0.081448
115637,0.000000,5.458574,5.458574,2.590946,1.374184,0.405665,0.000000,0.491853,1.000000,3.155344,3.155344,1.977182,0.549121,0.170471,0.000000,0.057656
115750,0.000000,10.748340,10.748340,2.416702,3.464594,1.756590,0.000000,1.471606,1.000000,5.749281,5.749281,0.351843,4.873904,0.171504,0.000000,0.075154
115870,0.000000,11.789308,11.789308,2.028032,4.001203,1.696381,0.000000,1.558697,1.000000,5.560119,5.560119,2.579496,2.724307,0.088472,0.000000,0.008380
115969,0.000000,11.561826,11.561826,2.356345,5.356126,1.211287,0.000000,2.214605,1.000000,17.041477,17.041477,15.055109,1.151986,0.759115,0.000000,0.029197
116069,0.000000,22.115728,22.115728,2.515099,16.380152,0.235954,0.000000,6.869083,1.000000,15.902449,15.902449,11.081468,2.356017,1.175490,0.000000,0.098261
116169,0.000000,28.793547,28.793547,3.411631,15.052652,2.195822,0.000000,5.919294,1.000000,49.713352,49.713352,7.639755,15.006668,8.672217,0.000000,2.757038
117850,0.000000,779.085266,779.085266,345.266541,182.437927,88.435417,101.868759,51.437778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
117986,0.000000,35.595989,35.595989,18.815693,10.055882,2.270481,2.758778,1.137411,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119065,0.000000,412.307129,412.307129,212.270462,99.517227,34.696339,80.593307,31.112537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119166,0.000000,52.561363,52.561363,6.886847,21.402626,9.457398,0.000000,10.398915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119250,0.000000,93.442902,93.442902,11.871425,32.257580,16.437965,0.000000,17.145437,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119350,0.000000,153.880997,153.880997,47.548603,55.744072,17.637865,25.104172,25.463978,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119450,0.000000,73.288071,73.288071,25.774103,24.873650,6.191103,4.297396,8.076468,1.000000,356.491547,356.491547,154.651413,113.946762,18.094679,44.090488,0.000000
119550,0.000000,44.612988,44.612988,9.700134,12.308384,7.246469,2.734159,4.143230,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119650,0.000000,96.030045,96.030045,9.707808,45.888393,15.483324,4.977471,16.656273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119750,0.000000,18.762445,18.762445,2.996381,11.270962,1.934259,0.000000,3.712614,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119850,0.000000,44.173042,44.173042,6.134881,21.775066,6.211410,0.000000,5.817491,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
119950,0.000000,110.486656,110.486656,25.338226,43.577423,18.045422,0.000000,11.591456,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120100,0.000000,348.161102,348.161102,92.580353,154.238754,39.881721,32.714142,61.445229,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120200,0.000000,266.951721,266.951721,67.706139,107.172607,35.593559,23.786036,32.322002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120325,0.000000,51.228947,51.228947,20.836384,12.515752,10.188959,0.000000,4.471737,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
120425,0.000000,61.825958,61.825958,10.019058,23.131481,11.228079,0.000000,11.585339,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
121450,0.000000,201.721863,201.721863,26.703522,117.648788,20.186962,0.000000,37.834324,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122793,0.000000,190.641113,190.641113,11.164067,130.326691,14.745256,0.000000,74.117798,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122857,0.000000,82.197609,82.197609,4.334660,55.959263,7.839195,0.000000,40.678379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
122950,0.000000,84.907631,84.907631,36.519295,23.444206,9.501904,15.958413,11.188107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123093,0.000000,152.560516,152.560516,25.246908,104.797668,7.162139,10.226393,52.463741,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123200,0.000000,399.659241,399.659241,87.973923,164.005341,56.246311,32.896210,57.788544,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123300,0.000000,374.910980,374.910980,95.182632,146.130127,52.223076,38.923454,50.050537,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123425,0.000000,31.479641,31.479641,3.145658,5.218568,5.583106,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123525,0.000000,15.165036,15.165036,1.332063,1.308548,5.595206,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
123629,0.000000,9.890057,9.890057,1.864711,2.048779,1.568025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124000,0.000000,119.017303,119.017303,66.452835,35.621487,10.038037,31.810888,17.031542,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124125,0.000000,94.387482,94.387482,37.166451,29.526491,9.312313,20.386385,9.852797,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124225,0.000000,13.727656,13.727656,7.298301,0.000000,0.780966,2.031866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124325,0.000000,10.904713,10.904713,7.330357,0.000000,0.768908,1.923058,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124425,0.000000,5.873036,5.873036,3.911702,0.000000,0.437454,2.121046,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124500,0.000000,134.840820,134.840820,44.621628,64.781754,7.629026,18.788103,19.317087,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124593,0.000000,132.644272,132.644272,49.506424,57.536983,7.359385,20.491627,15.030834,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124700,0.000000,29.045187,29.045187,22.889185,0.000000,1.650990,9.677191,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124800,0.000000,68.837212,68.837212,21.463665,38.209946,3.540993,9.230887,11.246329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
124900,0.000000,127.761642,127.761642,42.608467,57.566833,9.793270,15.074360,19.117407,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125021,0.000000,104.181503,104.181503,44.702961,38.786255,8.138405,8.590510,16.793810,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125121,0.000000,62.837730,62.837730,10.791633,27.022837,3.474961,3.523001,14.006776,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125221,0.000000,43.614441,43.614441,3.353231,29.836807,2.568172,1.403269,10.812937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125289,0.000000,23.521622,23.521622,7.049662,10.928648,2.219113,6.078051,3.441757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125389,0.000000,38.141800,38.141800,5.888495,24.040194,3.146191,2.735846,3.894044,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125500,0.000000,41.763214,41.763214,6.773789,22.564941,6.319831,2.479471,13.844496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125625,0.000000,34.615849,34.615849,5.887656,7.786782,9.102975,0.000000,1.865069,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125725,0.000000,43.971039,43.971039,9.009209,15.435337,6.597958,0.000000,1.598580,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125821,0.000000,35.239838,35.239838,5.973542,18.172831,3.702270,0.000000,12.378787,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
125921,0.000000,33.818802,33.818802,8.131108,7.915361,6.729342,0.000000,3.019270,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126021,0.000000,17.456902,17.456902,2.534741,4.733336,3.832801,0.000000,2.107587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126085,0.000000,31.411779,31.411779,19.714705,5.299310,2.454620,0.000000,2.450520,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126189,0.000000,21.397930,21.397930,6.788285,5.531357,5.284002,0.000000,0.941338,1.000000,280.625793,280.625793,112.293503,57.038086,23.421385,32.570366,0.000000
126300,0.000000,34.695042,34.695042,3.143034,14.744907,5.051591,0.000000,1.114773,1.000000,24.910751,24.910751,19.065025,0.000000,1.663362,0.000000,0.000000
126421,0.000000,55.550041,55.550041,24.958927,13.106480,5.151333,0.000000,0.879531,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126521,0.000000,61.578476,61.578476,50.125393,4.159351,3.091287,0.000000,0.432001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126621,0.000000,18.175377,18.175377,4.280028,1.734162,6.782821,0.000000,0.256000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127689,0.000000,166.007919,166.007919,119.165848,17.372366,16.575642,44.415371,9.128492,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
127800,0.000000,36.999645,36.999645,11.024922,6.628519,5.284267,2.296657,2.715702,1.000000,41.421547,41.421547,22.809961,0.000000,9.415555,0.000000,0.000000
127921,0.000000,15.439379,15.439379,4.941195,5.583976,1.454020,0.765726,2.068462,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128017,0.000000,10.495259,10.495259,3.136870,3.164339,1.463481,0.307912,1.225288,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128100,0.000000,11.845042,11.845042,4.165143,3.476692,0.727866,0.225352,0.748433,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128253,0.000000,28.762215,28.762215,3.987208,18.359272,1.422242,2.520960,3.112830,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128350,0.000000,144.202881,144.202881,11.409777,117.371460,3.345952,6.653919,51.523926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128521,0.000000,82.328560,82.328560,16.059568,34.075500,8.196829,7.255866,14.226840,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
128626,0.000000,464.093048,464.093048,171.105057,123.850159,64.591248,0.000000,44.189434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
129026,0.000000,58.808315,58.808315,24.919363,8.552959,12.653939,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130285,0.000000,262.480499,262.480499,117.768661,41.425331,34.058674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130350,0.000000,80.690399,80.690399,22.519308,25.767441,8.703628,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130453,0.000000,79.302231,79.302231,12.114006,55.328224,4.833416,0.000000,28.241085,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130550,0.000000,150.505463,150.505463,93.743248,46.762985,2.713428,0.000000,25.780481,1.000000,20.834984,20.834984,10.000881,0.000000,6.480212,0.000000,0.000000
130689,0.000000,93.624123,93.624123,40.864853,43.158180,4.062523,17.028482,14.420713,1.000000,1.242012,1.242012,0.822813,0.000000,0.122645,0.000000,0.000000
130789,0.000000,51.660393,51.660393,11.023997,34.013306,3.436789,1.017742,5.607130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
130900,0.000000,34.298355,34.298355,16.286016,8.172610,4.856672,1.386421,0.993326,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131017,0.000000,25.399628,25.399628,10.509743,5.937025,4.151147,0.856048,1.828449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131100,0.000000,35.743130,35.743130,8.558442,15.569096,5.702806,0.676439,1.453167,1.000000,1.053247,1.053247,0.315947,0.000000,0.174773,0.000000,0.000000
131249,0.000000,37.997971,37.997971,12.913450,11.695978,5.769777,5.494230,0.944564,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131350,0.000000,86.465027,86.465027,27.113848,39.376648,10.059471,3.156016,21.706038,1.000000,1.736056,1.736056,0.685359,0.000000,0.670822,0.000000,0.000000
131485,0.000000,50.206829,50.206829,19.803406,13.473209,8.932359,2.432425,6.875748,1.000000,0.623065,0.623065,0.254480,0.000000,0.144472,0.000000,0.000000
131600,0.000000,77.042313,77.042313,30.026196,29.771442,7.346320,12.695938,17.390141,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131717,0.000000,64.627007,64.627007,27.072790,24.366255,3.735721,7.033728,11.155264,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131817,0.000000,72.432251,72.432251,22.702309,43.855064,1.690212,11.083598,21.677610,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
131900,0.000000,66.983467,66.983467,21.389067,30.284988,6.723855,5.638788,17.098709,1.000000,5.716058,5.716058,1.804547,0.000000,1.754293,0.000000,0.000000
132049,0.000000,66.464684,66.464684,29.085382,10.111965,11.718069,2.927254,4.581832,1.000000,1.825121,1.825121,0.700890,0.000000,0.128394,0.000000,0.000000
132150,0.000000,81.432831,81.432831,35.686085,13.048831,13.788587,15.064491,3.666587,1.000000,0.500533,0.500533,0.139852,0.000000,0.071822,0.000000,0.000000
132281,0.000000,78.183792,78.183792,24.386639,21.124567,11.483422,5.428824,7.663493,1.000000,0.719507,0.719507,0.308175,0.000000,0.053164,0.000000,0.000000
132381,0.000000,50.066650,50.066650,13.685242,12.137367,8.753072,0.000000,2.141188,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132485,0.000000,32.838543,32.838543,6.403791,9.759108,5.174959,0.000000,2.879598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132585,0.000000,24.762489,24.762489,7.023292,5.614581,3.283496,0.000000,1.822082,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132649,0.000000,15.636873,15.636873,5.362827,5.256476,2.335665,3.188676,1.796258,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132749,0.000000,34.291435,34.291435,14.007423,4.647575,6.407821,2.766828,2.110767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132850,0.000000,28.854395,28.854395,9.670876,3.728620,5.940498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132981,0.000000,41.880936,41.880936,4.887608,26.595057,3.732157,0.000000,20.488850,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133081,0.000000,18.506941,18.506941,4.812140,7.065014,2.409458,0.000000,2.786967,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133181,0.000000,37.673725,37.673725,18.786963,14.108397,2.116065,11.308674,12.525870,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133285,0.000000,29.865854,29.865854,12.131031,12.613476,2.011647,6.393842,8.785872,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133381,0.000000,16.235252,16.235252,3.333724,5.262095,2.948606,0.697023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133445,0.000000,28.844334,28.844334,22.916519,1.095557,1.729317,13.610442,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133545,0.000000,14.377332,14.377332,5.487090,3.042696,3.407627,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133645,0.000000,22.054617,22.054617,6.311203,9.040095,2.873920,0.000000,6.841380,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133750,0.000000,26.373545,26.373545,7.820678,8.355614,3.156019,0.000000,2.909232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
