Time (ms),User Id,Global body mq,Upper body mq,Left arm mq,Right arm mq,Head mq,Left Hand mq,Right Hand mq,User Id,Global body mq,Upper body mq,Left arm mq,Right arm mq,Head mq,Left Hand mq,Right Hand mq
66790,0.000000,49.751446,49.751446,40.603203,7.115776,0.803027,22.760561,4.035084,1.000000,4.847236,4.847236,2.071627,2.600063,0.080136,1.631542,0.472391
66900,0.000000,22.194197,22.194197,6.839612,13.045145,1.076905,0.000000,0.000000,1.000000,3.570680,3.570680,1.608583,1.714008,0.113269,0.815044,0.487705
67026,0.000000,15.464810,15.464810,1.785665,10.015272,0.907885,0.000000,0.000000,1.000000,12.310681,12.310681,11.252210,0.685714,0.142964,6.552711,0.077090
67126,0.000000,6.587667,6.587667,1.867044,2.909220,0.726320,0.000000,0.000000,1.000000,15.775732,15.775732,3.797091,11.671844,0.138826,2.927208,0.033111
67226,0.000000,9.391476,9.391476,2.214325,5.407675,0.479402,0.000000,0.000000,1.000000,10.511381,10.511381,4.929880,5.252039,0.171978,2.418549,0.239527
67330,0.000000,7.172678,7.172678,1.333370,3.458035,0.320983,0.000000,0.000000,1.000000,9.250938,9.250938,3.640251,5.307937,0.147659,1.342958,0.369499
67394,0.000000,5.718396,5.718396,0.928950,2.653471,0.231160,0.000000,0.000000,1.000000,3.594074,3.594074,1.328898,1.979367,0.138808,0.409813,0.191444
67494,0.000000,6.617517,6.617517,0.799756,4.693626,0.178327,0.000000,0.000000,1.000000,9.435649,9.435649,8.231988,0.899648,0.145058,4.738883,0.090150
67600,0.000000,8.643826,8.643826,0.684967,6.868006,0.194473,0.000000,0.000000,1.000000,5.347007,5.347007,4.539704,0.440690,0.169450,1.660057,0.052020
67726,0.000000,46.471584,46.471584,5.415221,38.849838,0.382041,0.000000,20.415548,1.000000,4.680138,4.680138,3.107269,1.364636,0.104643,0.875304,0.201804
67826,0.000000,12.050657,12.050657,3.032346,7.745198,0.342375,0.000000,2.008127,1.000000,2.228952,2.228952,1.497206,0.612836,0.035211,0.801444,0.120368
67926,0.000000,13.054905,13.054905,3.107448,9.164314,0.157460,0.000000,5.338826,1.000000,4.951170,4.951170,4.388571,0.468599,0.024135,3.555857,0.226280
68026,0.000000,14.185509,14.185509,1.344595,8.815549,0.272136,0.000000,3.833112,1.000000,7.081561,7.081561,5.252079,1.507546,0.209845,2.586815,0.218991
68094,0.000000,9.156741,9.156741,0.803609,5.254459,0.618940,0.000000,1.668278,1.000000,4.834115,4.834115,1.506073,2.674251,0.355680,0.000000,0.011184
68194,0.000000,4.599153,4.599153,0.595501,2.450598,0.583897,0.000000,0.773105,1.000000,10.457063,10.457063,1.981990,7.196004,0.573665,0.000000,0.065654
68294,0.000000,6.114736,6.114736,0.295473,1.154193,0.265245,0.000000,0.320808,1.000000,16.247236,16.247236,1.248034,13.744848,0.540703,0.000000,3.577302
68400,0.000000,5.137578,5.137578,0.896539,1.599211,0.292586,0.000000,1.051005,1.000000,10.149954,10.149954,0.831539,8.000504,0.535884,0.000000,3.126705
68526,0.000000,4.994086,4.994086,1.433194,2.130083,0.443466,0.000000,1.045432,1.000000,8.187945,8.187945,0.465954,6.854105,0.315663,0.000000,1.709389
68600,0.000000,77.381920,77.381920,26.105932,33.484768,4.223797,0.000000,10.474772,1.000000,2.110275,2.110275,0.236060,1.496887,0.143987,0.000000,0.392680
68726,0.000000,76.924370,76.924370,25.220364,33.475338,4.308556,0.000000,10.152847,1.000000,5.009997,5.009997,0.647530,4.077057,0.088812,0.212520,0.121698
68826,0.000000,4.754008,4.754008,0.548679,3.152871,0.176609,0.000000,1.833039,1.000000,1.708176,1.708176,0.205909,1.195265,0.130834,0.030400,0.237115
68894,0.000000,20.558678,20.558678,0.569442,16.625870,0.109516,0.000000,8.629218,1.000000,1.734721,1.734721,0.186088,1.003844,0.309213,0.000000,0.169906
69100,0.000000,18.031410,18.031410,0.901107,15.394220,0.262870,0.000000,8.910606,1.000000,3.132623,3.132623,0.356672,0.939601,1.011871,0.000000,0.131034
69222,0.000000,4.017509,4.017509,0.407380,1.881591,0.111542,0.000000,1.000195,1.000000,2.292237,2.292237,0.276356,0.698523,0.659907,0.000000,0.042160
69322,0.000000,1.634267,1.634267,0.251679,0.610310,0.124878,0.000000,0.000000,1.000000,1.998201,1.998201,0.518209,0.290063,0.438039,0.127367,0.018038
69422,0.000000,11.892296,11.892296,0.874506,9.825006,0.142696,0.000000,4.002964,1.000000,8.002213,8.002213,5.250784,1.766125,0.341443,3.239390,0.010194
69522,0.000000,30.375460,30.375460,0.986576,28.208969,0.095778,0.000000,17.975805,1.000000,5.701934,5.701934,0.572294,4.375637,0.229312,0.195656,0.006685
69622,0.000000,14.893806,14.893806,0.394582,13.308997,0.079825,0.000000,9.876263,1.000000,8.017378,8.017378,5.193138,2.059181,0.165493,2.073792,0.005025
69690,0.000000,9.682238,9.682238,0.908785,7.443104,0.232848,0.000000,1.578963,1.000000,4.811223,4.811223,3.318656,0.834378,0.121604,0.000000,0.004619
69800,0.000000,17.800728,17.800728,0.972517,14.612510,0.185137,0.000000,8.760350,1.000000,2.501415,2.501415,0.718840,0.895396,0.106620,0.000000,0.004106
69926,0.000000,6.372800,6.372800,0.372562,4.587030,0.351130,0.000000,2.256101,1.000000,2.392201,2.392201,1.437632,0.261689,0.087617,0.000000,0.003453
70022,0.000000,21.707172,21.707172,1.986632,19.296394,0.217130,0.000000,8.389338,1.000000,1.972904,1.972904,1.352411,0.226167,0.112472,0.000000,0.003003
70122,0.000000,14.307291,14.307291,0.676608,12.999920,0.174982,0.000000,4.510456,1.000000,1.008053,1.008053,0.534606,0.117978,0.126041,0.000000,0.004181
70222,0.000000,14.188921,14.188921,0.812219,13.156869,0.118168,0.000000,6.732172,1.000000,17.142654,17.142654,16.447186,0.334390,0.134242,9.474113,0.004560
70322,0.000000,4.151769,4.151769,0.640451,3.254596,0.081630,0.000000,1.491588,1.000000,4.510060,4.510060,3.975220,0.190146,0.128724,2.091007,0.005845
70390,0.000000,7.691360,7.691360,0.348685,2.624706,0.187523,0.000000,0.758911,1.000000,7.815164,7.815164,7.147760,0.389624,0.114880,2.779356,0.006006
70490,0.000000,5.846296,5.846296,0.660053,3.184453,0.031890,0.000000,2.037955,1.000000,3.616783,3.616783,3.141293,0.255477,0.092465,1.006149,0.006529
70590,0.000000,3.632044,3.632044,0.250996,1.715889,0.047453,0.000000,0.559417,1.000000,1.619842,1.619842,1.276139,0.134943,0.072125,0.599449,0.003680
70700,0.000000,1.997125,1.997125,0.207799,1.231164,0.016557,0.000000,0.278287,1.000000,1.129986,1.129986,0.673708,0.207710,0.065637,0.294477,0.006775
70822,0.000000,7.164715,7.164715,4.265743,0.933515,0.223043,0.000000,0.070658,1.000000,1.110587,1.110587,0.667751,0.272829,0.044190,0.286028,0.009043
70922,0.000000,4.197022,4.197022,1.017603,1.957148,0.232374,0.000000,0.065996,1.000000,1.139894,1.139894,0.755699,0.300482,0.024402,0.186937,0.007450
71022,0.000000,5.338549,5.338549,2.005987,1.530546,0.079717,0.000000,0.233274,1.000000,5.498306,5.498306,5.204389,0.232180,0.018436,4.643911,0.036556
71122,0.000000,8.561645,8.561645,1.651922,6.022802,0.100494,0.000000,0.277164,1.000000,0.768928,0.768928,0.430676,0.248011,0.014123,0.000000,0.063433
71190,0.000000,3.321601,3.321601,0.480624,1.837374,0.198827,0.000000,0.070478,1.000000,1.053361,1.053361,0.750237,0.170063,0.010789,0.000000,0.047084
71290,0.000000,7.268225,7.268225,0.184094,3.656080,0.220678,0.000000,1.656142,1.000000,0.566585,0.566585,0.374275,0.091123,0.009729,0.000000,0.036464
71400,0.000000,5.075454,5.075454,0.599542,3.167144,0.191409,0.000000,1.575837,1.000000,6.725770,6.725770,6.239469,0.389706,0.017525,5.728329,0.028751
71500,0.000000,74.590866,74.590866,25.845835,32.977448,3.502434,0.000000,12.457111,1.000000,3.202236,3.202236,1.776616,1.349691,0.020741,1.588955,0.013355
71622,0.000000,75.645996,75.645996,25.744795,33.751205,3.765702,0.000000,12.734132,1.000000,21.072796,21.072796,12.151689,8.818402,0.045390,0.738314,5.555865
71722,0.000000,4.682644,4.682644,0.264834,1.948298,0.160473,0.000000,0.729437,1.000000,48.686623,48.686623,18.245867,30.343853,0.059580,0.760023,16.252369
71822,0.000000,3.803351,3.803351,0.854481,1.851499,0.211937,0.000000,0.635779,1.000000,31.074772,31.074772,10.597926,20.353683,0.077926,0.627774,15.252693
71890,0.000000,4.836119,4.836119,2.951346,1.395125,0.195572,0.000000,0.426817,1.000000,11.255548,11.255548,2.823382,8.307372,0.082600,0.849562,4.571809
71990,0.000000,6.031027,6.031027,1.358094,0.649685,0.708031,0.000000,0.223570,1.000000,8.423706,8.423706,3.385258,4.884282,0.105316,0.000000,3.187149
72100,0.000000,11.473446,11.473446,3.077294,6.865048,0.303543,0.000000,2.056796,1.000000,5.787670,5.787670,2.300081,3.271566,0.137949,0.000000,2.527012
72222,0.000000,7.606362,7.606362,4.050007,2.314999,0.244170,0.000000,0.739751,1.000000,39.179325,39.179325,1.085212,37.851852,0.161907,0.000000,20.935471
72322,0.000000,9.915426,9.915426,3.843481,3.954653,0.362408,2.374323,0.332422,1.000000,20.142857,20.142857,3.326359,16.620522,0.152096,0.268069,4.978307
72422,0.000000,16.106150,16.106150,3.089391,11.700938,0.285026,1.403274,6.964649,1.000000,43.190353,43.190353,2.618416,40.423195,0.129392,0.307143,19.867254
72500,0.000000,16.007061,16.007061,3.283915,10.554731,0.089854,0.000000,5.806250,1.000000,28.287497,28.287497,5.178805,22.935858,0.121914,0.105408,16.598179
72600,0.000000,18.053732,18.053732,2.990103,14.718752,0.165232,0.000000,8.416451,1.000000,23.450291,23.450291,2.698745,20.310122,0.287005,0.174572,14.504464
72700,0.000000,66.539726,66.539726,32.148533,16.509378,5.757370,0.000000,6.199928,1.000000,22.076307,22.076307,1.146013,20.597845,0.250824,0.058055,17.417305
72800,0.000000,19.023897,19.023897,7.711195,6.002902,1.609941,0.000000,1.940433,1.000000,13.488586,13.488586,0.431202,12.826641,0.150624,0.000000,11.695774
72900,0.000000,21.824089,21.824089,1.552476,18.967468,0.200498,0.000000,10.644936,1.000000,12.327225,12.327225,1.712943,10.287300,0.185126,0.000000,1.329344
73018,0.000000,45.429081,45.429081,17.714474,16.343349,4.140662,0.000000,6.818103,1.000000,36.496384,36.496384,2.473290,33.551407,0.134424,0.000000,15.066036
73122,0.000000,3.536047,3.536047,1.363722,1.517680,0.051635,0.000000,0.000000,1.000000,20.092899,20.092899,0.973848,18.873024,0.084573,0.207525,1.902848
73222,0.000000,9.079704,9.079704,0.891964,7.723742,0.063752,0.000000,6.467000,1.000000,10.897069,10.897069,6.034627,4.587637,0.173313,0.515680,1.194537
73322,0.000000,29.526089,29.526089,0.467794,28.526333,0.110336,0.000000,17.128477,1.000000,21.739681,21.739681,4.897896,16.569750,0.215442,0.338157,1.081557
73386,0.000000,3.626479,3.626479,0.257124,2.690357,0.127347,0.000000,0.000000,1.000000,5.087075,5.087075,1.562923,3.287430,0.187557,0.133777,0.553895
73486,0.000000,17.155365,17.155365,4.016129,12.843056,0.067252,0.000000,0.000000,1.000000,2.904762,2.904762,0.874178,1.668312,0.205314,0.493866,0.289377
73586,0.000000,16.359711,16.359711,0.959420,15.209496,0.059254,0.000000,8.112066,1.000000,12.341794,12.341794,6.490049,5.429221,0.182604,0.611291,0.149577
73700,0.000000,43.603355,43.603355,1.607186,40.944923,0.093928,0.000000,26.517809,1.000000,4.753174,4.753174,3.383284,0.940117,0.179633,0.890006,0.091035
73822,0.000000,10.566622,10.566622,2.721898,6.548240,0.129237,0.000000,4.777421,1.000000,13.638376,13.638376,6.186398,7.153967,0.115656,0.000000,0.205031
73922,0.000000,16.160982,16.160982,1.242831,14.562201,0.078727,0.000000,8.800181,1.000000,6.007512,6.007512,3.339925,2.487793,0.057044,0.118026,0.058199
74000,0.000000,5.555140,5.555140,1.046284,4.006566,0.043028,0.000000,1.822932,1.000000,8.053894,8.053894,2.251725,5.648980,0.034557,0.155959,0.090446
74118,0.000000,10.322157,10.322157,0.229597,9.800854,0.024590,0.096412,1.064026,1.000000,3.698739,3.698739,2.244541,1.369509,0.022299,0.803649,0.033056
74186,0.000000,9.448940,9.448940,0.492285,8.521737,0.089114,0.198779,2.246027,1.000000,3.064802,3.064802,0.743739,2.147650,0.065721,0.432545,0.019825
74286,0.000000,11.416574,11.416574,0.414887,10.472772,0.123589,0.000000,0.622622,1.000000,3.473125,3.473125,1.133274,2.042386,0.112668,0.632326,0.002988
74400,0.000000,6.443615,6.443615,0.353387,5.788741,0.049599,0.000000,0.401796,1.000000,7.551252,7.551252,2.434815,4.659778,0.179321,0.958375,0.083618
74518,0.000000,2.621087,2.621087,0.748574,1.412171,0.060512,0.000000,0.238354,1.000000,60.886173,60.886173,56.007790,4.157173,0.176494,30.301582,0.025092
74618,0.000000,2.578145,2.578145,0.146762,2.140156,0.101718,0.000000,0.074287,1.000000,7.080801,7.080801,4.769986,1.701321,0.160998,0.000000,0.159452
74718,0.000000,6.597960,6.597960,0.195478,6.051856,0.095840,0.000000,0.052465,1.000000,6.018359,6.018359,4.174245,0.964322,0.291089,2.964183,0.134763
74822,0.000000,4.924655,4.924655,0.906957,3.824226,0.064779,0.000000,0.119622,1.000000,11.414047,11.414047,5.698689,4.846576,0.352680,2.008906,0.099000
74900,0.000000,7.898318,7.898318,0.640377,7.201589,0.025599,0.000000,0.246178,1.000000,7.329205,7.329205,3.697870,1.878433,0.569303,1.296293,0.087134
75050,0.000000,3.000225,3.000225,0.396739,2.404611,0.091437,0.000000,0.225546,1.000000,6.147471,6.147471,2.138614,1.806077,0.789781,0.564439,0.201199
75182,0.000000,11.779224,11.779224,1.101921,8.579036,0.118675,0.000000,0.102468,1.000000,2.657678,2.657678,0.783249,0.406440,0.693353,0.204900,0.100705
75282,0.000000,4.572530,4.572530,0.869078,2.809242,0.341850,0.000000,0.103936,1.000000,2.260663,2.260663,0.324584,0.722289,0.621928,0.091628,0.271173
75382,0.000000,5.584352,5.584352,0.818667,3.674651,0.157158,0.344710,0.113796,1.000000,4.601285,4.601285,0.227338,2.584563,0.673021,0.058950,0.104444
75450,0.000000,76.296707,76.296707,36.095173,22.628105,6.034233,11.639565,6.593781,1.000000,5.970181,5.970181,0.173711,4.168843,0.626693,0.044045,0.133160
75550,0.000000,66.956810,66.956810,27.497189,21.462364,6.043406,0.000000,6.791315,1.000000,2.915029,2.915029,0.592092,0.701113,0.664452,0.023909,0.026062
75650,0.000000,9.800812,9.800812,6.240232,2.820357,0.125045,0.000000,0.790015,1.000000,15.396096,15.396096,12.857670,1.269056,0.473172,0.875727,0.128593
75750,0.000000,69.641571,69.641571,23.939463,27.741331,5.913660,0.000000,9.139658,1.000000,36.477417,36.477417,33.602139,1.777028,0.341156,3.912745,0.083523
75882,0.000000,70.198586,70.198586,25.220942,27.796000,5.766698,0.000000,10.514313,1.000000,8.056292,8.056292,5.609604,1.766959,0.226249,1.618537,0.229178
75982,0.000000,6.406362,6.406362,1.324363,4.510256,0.245741,0.000000,0.740028,1.000000,8.237761,8.237761,4.802949,2.814335,0.190407,0.251167,0.099633
76086,0.000000,3.698989,3.698989,1.389980,1.864733,0.207730,0.000000,1.488810,1.000000,3.925032,3.925032,0.888059,1.676189,0.252413,0.088003,0.321719
76186,0.000000,4.176918,4.176918,2.381123,1.462708,0.159628,0.000000,0.526654,1.000000,10.238756,10.238756,1.139476,8.369310,0.243860,0.037176,4.380898
76250,0.000000,4.059565,4.059565,1.813068,1.998618,0.133304,0.000000,1.196147,1.000000,4.231480,4.231480,1.266427,2.450881,0.202629,0.159327,1.048478
76350,0.000000,3.000264,3.000264,0.940581,1.903103,0.093634,0.000000,0.923396,1.000000,3.139155,3.139155,1.027625,1.702302,0.101025,0.187746,0.339375
76450,0.000000,4.982909,4.982909,0.752872,4.042779,0.072904,0.000000,0.287210,1.000000,9.068591,9.068591,2.565108,5.477590,0.315848,0.118368,4.792703
76550,0.000000,3.304555,3.304555,0.966466,2.031028,0.091635,0.000000,0.632988,1.000000,21.593775,21.593775,6.276072,11.451960,1.428388,0.269215,1.911600
76682,0.000000,6.863857,6.863857,3.595717,2.982980,0.083604,0.000000,0.896891,1.000000,19.403084,19.403084,2.592844,12.224495,1.569488,0.268101,0.180206
76750,0.000000,71.655991,71.655991,25.689659,29.045570,5.523035,0.000000,10.867362,1.000000,22.598642,22.598642,1.561224,11.304466,0.842659,0.134978,0.421102
76850,0.000000,3.298021,3.298021,0.325642,2.479519,0.250162,0.000000,0.611444,1.000000,14.143940,14.143940,1.656307,4.313818,0.610616,0.547426,0.175812
76982,0.000000,67.046341,67.046341,23.252121,27.252623,5.291141,0.000000,9.727293,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77050,0.000000,66.145889,66.145889,24.118374,25.386765,5.170579,0.000000,8.445107,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
77150,0.000000,49.042530,49.042530,14.552372,18.016136,5.121552,0.000000,6.449535,1.000000,26.763071,26.763071,8.583931,12.217994,0.692354,3.529143,0.210956
77250,0.000000,12.250513,12.250513,1.348550,10.780797,0.038563,0.000000,5.734712,1.000000,8.864415,8.864415,2.859657,5.094745,0.084768,1.636610,0.036025
77378,0.000000,4.374591,4.374591,0.791439,3.453969,0.019516,0.000000,1.269431,1.000000,21.282032,21.282032,2.529726,13.302529,0.054239,0.920478,0.075733
77478,0.000000,3.436658,3.436658,1.218236,2.080860,0.014244,0.000000,0.360135,1.000000,8.992914,8.992914,1.696203,2.994826,0.212572,0.572789,0.159912
77578,0.000000,6.571770,6.571770,0.725786,5.757723,0.009304,0.000000,4.084086,1.000000,18.100615,18.100615,1.096064,13.753386,1.141250,0.297660,4.494661
77678,0.000000,18.236938,18.236938,0.691955,16.181648,0.037600,0.000000,10.968368,1.000000,17.647999,17.647999,5.248393,9.790801,1.543548,0.828789,3.484512
77782,0.000000,5.781527,5.781527,0.845227,3.738238,0.085113,0.000000,0.000000,1.000000,15.680188,15.680188,7.702215,5.278352,1.754573,4.084062,2.465543
77846,0.000000,9.255301,9.255301,0.486746,7.690774,0.269283,0.000000,0.000000,1.000000,9.964128,9.964128,3.739999,3.983757,1.382299,2.639681,0.954165
77946,0.000000,9.081015,9.081015,3.252197,4.978038,0.265150,0.000000,0.000000,1.000000,18.320602,18.320602,9.121316,3.684050,1.753451,3.395760,0.204903
78050,0.000000,5.838295,5.838295,1.109959,2.903886,0.263457,0.000000,0.000000,1.000000,24.868023,24.868023,2.809118,17.931171,2.044751,0.000000,9.034620
78150,0.000000,112.402496,112.402496,23.352394,73.832611,4.490299,0.000000,37.426186,1.000000,11.634744,11.634744,2.034878,7.489262,1.043870,0.000000,5.596528
78282,0.000000,81.418243,81.418243,26.113647,30.890646,7.302680,0.000000,6.780706,1.000000,4.408737,4.408737,0.851432,2.739544,0.387678,0.297789,1.814875
78382,0.000000,49.464191,49.464191,24.560905,13.178837,4.500460,9.503875,4.835495,1.000000,3.473132,3.473132,1.562647,1.327579,0.340104,0.277572,0.718646
78482,0.000000,90.849113,90.849113,45.617344,33.676979,4.357025,21.349529,14.781920,1.000000,3.030716,3.030716,0.777929,1.385641,0.655030,0.191598,0.326975
78546,0.000000,25.643841,25.643841,7.464989,7.995009,3.669838,0.826226,0.000000,1.000000,20.149069,20.149069,16.936920,1.636293,0.946580,9.005552,0.092290
78646,0.000000,26.030901,26.030901,9.530701,5.509431,4.654149,2.366228,0.000000,1.000000,15.364325,15.364325,12.367773,0.444653,1.308330,7.991795,0.136487
78750,0.000000,22.667299,22.667299,9.342876,3.860510,3.499468,3.768942,0.000000,1.000000,8.511176,8.511176,4.787895,0.574921,1.452465,2.463360,0.193466
78882,0.000000,21.509388,21.509388,10.818693,3.753880,2.680220,4.004226,0.000000,1.000000,21.681353,21.681353,2.189223,16.588598,0.966016,0.711988,0.135756
78982,0.000000,16.604212,16.604212,9.081337,2.816464,1.244310,2.722099,0.000000,1.000000,5.560326,5.560326,0.780893,2.729707,0.529342,0.120854,0.545834
79078,0.000000,13.074558,13.074558,4.847056,1.247004,0.971027,0.000000,0.000000,1.000000,22.751785,22.751785,0.653357,20.826897,0.400335,0.219122,4.722467
79178,0.000000,11.391573,11.391573,3.063399,3.368518,2.248722,0.666952,0.000000,1.000000,23.321987,23.321987,0.583784,22.070631,0.240731,0.302289,15.697389
79250,0.000000,213.286087,213.286087,83.997406,64.135796,23.422907,24.690350,21.663527,1.000000,33.369125,33.369125,0.678973,32.102188,0.139573,0.379508,16.904917
79350,0.000000,8.016855,8.016855,0.655572,4.152588,1.635373,0.000000,1.400034,1.000000,12.079224,12.079224,0.465926,11.136602,0.075178,0.199263,5.001305
79450,0.000000,17.268442,17.268442,1.465060,10.818514,1.545501,0.000000,5.739454,1.000000,5.064222,5.064222,0.489729,4.170924,0.035590,0.190730,0.951309
79550,0.000000,155.533020,155.533020,68.696106,33.476631,20.504322,19.223276,6.283850,1.000000,45.430611,45.430611,0.361092,44.731636,0.050447,0.047558,3.672472
79682,0.000000,57.281082,57.281082,19.609152,22.141737,4.508525,3.776721,9.549764,1.000000,10.336926,10.336926,0.352855,9.584921,0.179475,0.062145,4.600582
79778,0.000000,39.521332,39.521332,14.449510,15.338741,3.871753,2.006602,2.813593,1.000000,45.493565,45.493565,0.950379,44.010883,0.337375,0.117326,4.043357
79878,0.000000,46.769478,46.769478,19.821110,13.624878,3.841863,7.017104,2.205029,1.000000,10.652443,10.652443,0.412596,9.537323,0.473597,0.138198,4.786783
79978,0.000000,25.504118,25.504118,7.152026,10.830088,3.173952,1.663442,1.732996,1.000000,4.343682,4.343682,0.243081,3.447574,0.414859,0.088816,1.298503
80078,0.000000,21.589050,21.589050,4.073531,8.672270,2.662584,0.000000,1.330602,1.000000,10.054049,10.054049,0.440726,9.027863,0.385452,0.086361,2.926141
80146,0.000000,12.159475,12.159475,3.133144,3.454930,2.356390,0.211010,1.204725,1.000000,4.416729,4.416729,0.436296,3.435311,0.287707,0.075281,1.654651
80246,0.000000,23.486839,23.486839,5.742108,10.266126,1.096686,0.367678,0.449046,1.000000,4.069500,4.069500,0.789753,2.777500,0.201185,0.286330,0.704967
80350,0.000000,45.282692,45.282692,19.050779,5.105120,5.775485,0.000000,0.276722,1.000000,9.957491,9.957491,8.597091,0.941151,0.168776,4.885280,0.137976
80478,0.000000,22.561089,22.561089,9.453343,2.491593,4.846311,7.504085,0.863980,1.000000,22.672588,22.672588,20.644375,1.698254,0.121601,11.527818,0.345215
80574,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,24.780783,24.780783,3.068157,21.496370,0.084224,1.622746,17.830385
80674,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,15.694366,15.694366,2.373001,13.082137,0.059426,1.502464,12.811719
80750,0.000000,125.004501,125.004501,45.642574,33.340374,20.750433,13.863116,8.933362,1.000000,9.138292,9.138292,2.100385,6.228007,0.035259,1.259844,5.241257
80850,0.000000,35.189968,35.189968,7.065509,8.339978,6.913348,0.000000,2.688566,1.000000,11.261594,11.261594,4.770563,5.883937,0.021667,4.631648,5.359426
80950,0.000000,42.269211,42.269211,6.637829,14.692838,7.931498,0.000000,4.484228,1.000000,7.024558,7.024558,2.975768,3.671985,0.012313,1.266966,3.241564
81050,0.000000,62.058872,62.058872,10.985977,19.483940,12.457049,0.000000,5.817519,1.000000,7.113483,7.113483,3.198391,3.575409,0.024462,2.731336,1.233429
81178,0.000000,76.964882,76.964882,34.770069,18.568945,8.885907,12.146337,3.743019,1.000000,3.721004,3.721004,2.205313,1.237806,0.031733,1.311706,0.317590
81250,0.000000,108.429138,108.429138,43.899460,25.657207,14.969704,12.554940,7.880172,1.000000,7.291507,7.291507,6.815574,0.317551,0.047079,3.352706,0.018690
81350,0.000000,30.205986,30.205986,10.249995,8.003084,4.566090,0.000000,0.000000,1.000000,10.079471,10.079471,9.815063,0.118701,0.081172,6.874796,0.038466
81450,0.000000,64.078865,64.078865,20.165195,19.969233,9.209047,0.000000,7.068935,1.000000,4.493169,4.493169,3.552441,0.593055,0.227805,3.461552,0.079036
81550,0.000000,75.880394,75.880394,28.211254,23.757050,7.813807,7.119723,8.103177,1.000000,5.310583,5.310583,3.922563,0.899232,0.175619,3.476504,0.052104
81642,0.000000,87.354622,87.354622,39.159962,20.577951,10.941507,11.549641,6.277053,1.000000,5.355437,5.355437,0.425241,4.401928,0.155807,0.330922,4.214850
81742,0.000000,31.671368,31.671368,6.151066,19.553680,2.539428,2.195385,12.420219,1.000000,3.711226,3.711226,0.436607,2.659536,0.155489,0.298941,2.541078
81850,0.000000,36.329006,36.329006,8.552357,22.399460,1.766741,3.566965,8.924428,1.000000,15.077779,15.077779,12.575710,1.708038,0.183565,9.663659,1.563971
81978,0.000000,19.530302,19.530302,8.025088,8.386819,1.185453,3.119740,2.546120,1.000000,8.895524,8.895524,7.515471,0.747848,0.161216,6.723900,0.350457
82078,0.000000,6.774189,6.774189,3.497454,1.718401,0.702910,1.879457,0.000000,1.000000,2.260489,2.260489,1.363733,0.305016,0.151647,0.834817,0.111980
82178,0.000000,8.328658,8.328658,2.647336,4.718204,0.506066,1.817339,0.000000,1.000000,12.969564,12.969564,2.025013,10.335665,0.146516,1.363008,0.367534
82246,0.000000,8.158550,8.158550,6.897171,0.732762,0.286861,2.494149,0.000000,1.000000,7.275504,7.275504,1.281887,5.338589,0.113128,0.854212,0.336489
82342,0.000000,7.988930,7.988930,5.099761,2.629037,0.115409,2.845140,0.000000,1.000000,28.736341,28.736341,13.350100,14.996878,0.075681,8.035900,0.607367
82442,0.000000,4.272205,4.272205,2.682899,1.166873,0.110809,0.000000,0.000000,1.000000,15.548923,15.548923,10.117545,4.858484,0.065814,5.802455,0.081287
82542,0.000000,7.848985,7.848985,3.039774,4.211326,0.179723,0.000000,3.349869,1.000000,6.207893,6.207893,3.784003,1.357333,0.164462,2.264405,0.172400
82650,0.000000,5.687593,5.687593,2.744257,1.838478,0.304469,0.000000,1.033880,1.000000,20.160969,20.160969,3.135081,16.073862,0.065219,1.608391,0.146353
82778,0.000000,11.876284,11.876284,3.688694,6.884567,0.536553,2.037791,6.559115,1.000000,41.005810,41.005810,29.868734,10.162968,0.064274,16.712210,0.079828
82874,0.000000,8.019357,8.019357,6.605279,0.398325,0.582543,2.676707,0.000000,1.000000,10.109864,10.109864,5.900033,3.538043,0.119310,3.012430,0.070208
82974,0.000000,7.436631,7.436631,3.738119,1.134022,0.533353,0.000000,0.000000,1.000000,10.573827,10.573827,8.435446,1.556447,0.130613,1.790148,0.017911
83074,0.000000,6.411288,6.411288,2.429662,1.588386,0.350304,0.000000,0.000000,1.000000,6.252978,6.252978,4.941123,0.782227,0.109106,2.982480,0.050481
83142,0.000000,6.459619,6.459619,3.719946,1.033269,0.231545,0.000000,0.000000,1.000000,6.893626,6.893626,5.689795,0.506449,0.073449,1.818973,0.033116
83242,0.000000,9.307139,9.307139,1.285655,5.984545,0.284106,0.000000,3.473018,1.000000,4.865486,4.865486,3.123696,0.942367,0.081731,0.720304,0.019527
83342,0.000000,17.454430,17.454430,0.903020,15.197022,0.316603,0.000000,13.721948,1.000000,2.944401,2.944401,1.776600,0.504064,0.125225,0.369805,0.188520
83450,0.000000,30.256184,30.256184,2.698535,25.963556,0.462810,0.000000,18.602409,1.000000,2.933226,2.933226,1.249050,0.814852,0.209873,0.248029,0.022218
83574,0.000000,10.236694,10.236694,1.763680,5.008121,1.405095,0.000000,3.130007,1.000000,2.317347,2.317347,1.124027,0.599651,0.167042,0.319175,0.014364
