0;0.6737
200;-0.66911
400;-1.14
600;-0.47852
800;1.3441
1000;0.0079458
1200;-2.1364
1400;-0.094312
1600;1.2574
1800;0.81427
2000;-1.1136
2200;-0.71594
2400;-1.8884
2600;0.4721
2800;3.5059
3000;1.7134
3200;-1.3798
3400;-2.0244
3600;0.67753
3800;2.067
4000;0.17447
4200;-2.4317
4400;-1.2213
4600;1.4042
4800;0.91769
5000;-0.011224
5200;1.8008
5400;-0.77411
5600;-1.5446
5800;-1.2865
6000;2.1522
6200;3.0847
6400;-2.4589
6600;-1.2618
6800;0.50388
7000;1.3874
7200;1.112
7400;-0.62912
7600;1.2173
7800;3.621
8000;0.2508
8200;-4.7287
8400;-1.9842
8600;2.3396
8800;1.5245
9000;-2.542
9200;-1.904
9400;3.569
9600;1.8781
9800;-2.5723
10000;-1.1077
10200;2.9384
10400;2.2532
10600;-0.64872
10800;-1.1264
11000;-0.20071
11200;1.2698
11400;0.24239
11600;-1.843
11800;-0.11207
12000;1.5082
12200;0.35501
12400;-0.80837
12600;0.46118
12800;1.178
13000;0.179
13200;-0.6089
13400;-0.27465
13600;-0.36974
13800;0.89558
14000;1.9734
14200;-0.65855
14400;0.15149
14600;0.39604
14800;-0.24613
15000;-1.2883
15200;-0.98191
15400;-0.21693
15600;1.0744
15800;2.0929
16000;0.29585
16200;-0.73135
16400;0.88576
16600;-1.6487
16800;-1.3708
17000;1.2608
17200;2.1921
17400;-1.6558
17600;-3.2563
17800;1.1385
18000;2.83
18200;0.49133
18400;-3.0773
18600;-2.95
18800;2.338
19000;4.2547
19200;1.0381
19400;-4.6246
19600;-3.5547
19800;1.1594
20000;3.1499
20200;-0.59805
20400;-1.3852
20600;-1.3922
20800;-1.0519
21000;1.0035
21200;2.3355
21400;-0.90498
21600;-3.4055
21800;-0.447
22000;0.95385
22200;0.6611
22400;0.26363
22600;-0.23205
22800;-2.1898
23000;-1.0081
23200;1.1473
23400;2.9643
23600;0.88626
23800;-2.1626
24000;-0.04843
24200;0.67083
24400;-0.10827
24600;0.84341
24800;1.842
25000;0.60825
25200;-0.80039
25400;-1.3128
25600;0.99136
25800;0.51953
26000;-0.062707
26200;-0.15259
26400;1.1437
26600;0.039316
26800;-0.26702
27000;0.68162
27200;-0.48028
27400;-0.53313
27600;1.8215
27800;1.0854
28000;-1.4402
28200;-0.84373
28400;0.62396
28600;1.3053
28800;-0.24234
29000;-1.1353
29200;0.31408
29400;2.3648
29600;0.91004
29800;0.029583
30000;-2.7475
30200;-1.2972
30400;2.0449
30600;0.81603
30800;-2.667
31000;-0.8359
31200;2.4956
31400;1.7068
31600;-1.0891
31800;-2.5627
32000;-0.39522
32200;1.8249
32400;0.17582
32600;-1.0753
32800;1.902
33000;0.94861
33200;-0.58955
33400;-1.9702
33600;1.2201
33800;0.97304
34000;-0.47548
34200;-1.5397
34400;0.4305
34600;1.3722
34800;0.023284
35000;1.8583
35200;-0.091188
35400;-1.5609
35600;2.2877
35800;0.78832
36000;-1.0407
36200;-2.0193
36400;1.2574
36600;2.3202
36800;0.34227
37000;-2.0323
37200;-0.63833
37400;2.9069
37600;-0.89237
37800;-4.2265
38000;-0.13859
38200;2.6849
38400;0.61998
38600;-3.4588
38800;-2.4385
39000;1.6313
39200;1.7144
39400;-1.6572
39600;-2.2905
39800;-0.30403
40000;3.0831
40200;0.17972
40400;-0.59461
40600;-0.69659
40800;-1.185
41000;-0.41692
41200;1.7574
41400;1.9167
41600;-0.67072
41800;-1.4472
42000;0.73533
42200;-0.080703
42400;-1.1942
42600;-2.1238
42800;-0.13091
43000;2.6091
43200;1.6049
43400;0.68203
43600;-0.91257
43800;-2.9759
44000;1.5267
44200;4.121
44400;-0.56768
44600;-3.2445
44800;0.26025
45000;3.0584
45200;1.4057
45400;-2.1377
45600;-1.8047
45800;1.2569
46000;1.0311
46200;0.72682
46400;-0.60054
46600;-0.075137
46800;-0.39704
47000;-1.1342
47200;-0.1136
47400;0.62054
47600;1.4719
47800;0.55119
48000;-0.47162
48200;-2.0274
48400;-1.1986
48600;1.4644
48800;1.0503
49000;0.43369
49200;0.631
49400;-0.73845
49600;0.1488
49800;2.0308
50000;0.8112
50200;0.24206
50400;0.48609
50600;0.16628
50800;0.53781
51000;0.22273
51200;-0.77832
51400;-0.053219
51600;0.64292
