Time (ms),x1,x2,x3,x4,x5
90200,-0.34247,-0.094873,0.22909,-0.31705,0.012835
90400,-0.21093,-0.26693,0.46217,0.12822,0.31098
90600,-0.1054,0.0050291,0.17509,0.084078,0.22677
90800,0.36142,0.17549,-0.21585,-0.31438,0.8509
91000,0.4863,0.55276,0.087111,-0.19293,-0.080729
91200,0.28732,0.62768,0.45726,0.0030471,-0.12588
91400,0.18624,-0.54103,0.14631,-0.22314,-0.14507
91600,0.004902,-0.76119,-0.27776,-0.099413,0.12794
91800,-0.37206,-0.21981,-0.49758,0.4941,1.1886
92000,-0.48239,1.3434,-0.32748,0.16133,1.8566
92200,-0.1325,0.66052,0.096212,-0.42699,0.68288
92400,-0.23474,-1.4118,0.65639,-0.38626,-0.74917
92600,-0.46724,-0.51469,0.23481,0.12921,-0.87052
92800,-0.39105,-0.1786,-0.67973,0.53148,0.013291
93000,-0.22339,-0.70914,-0.74083,0.091729,0.49295
93200,-0.36602,-0.15652,0.24033,-0.46119,1.2013
93400,-0.023097,-0.060838,0.69349,-0.49414,0.48467
93600,0.016492,-0.24844,0.41118,0.0025132,-0.96719
93800,-0.20432,-0.16904,-0.24204,0.37327,-0.76193
94000,0.068683,0.57238,-0.76164,0.10495,-1.016
94200,-0.13529,-0.40964,-0.10656,-0.046862,-0.20998
94400,-0.42699,-0.10094,0.4833,-0.13705,-0.45732
94600,-0.61654,0.088643,0.19217,-0.0077357,0.1709
94800,-0.4486,-0.95827,-0.4328,0.25547,0.41071
95000,-0.22078,-0.64868,-0.445,0.099023,0.43296
95200,0.21913,0.25829,0.16464,-0.3788,-0.23194
95400,0.30677,0.3292,0.89685,-0.21992,-0.088635
95600,0.22391,0.030735,0.57409,-0.12517,-0.8672
95800,-0.010218,-0.13088,-0.53353,-0.020727,0.42624
96000,0.29884,0.209,-1.0862,0.29635,-0.85341
96200,-0.00018579,-0.28743,0.010321,0.070158,-1.6048
96400,-0.27469,-0.48767,0.83727,-0.064017,-0.66929
96600,-0.1502,-0.17333,0.3258,-0.0011829,0.56729
96800,-0.34465,0.51995,-0.5129,-0.14102,0.50983
97000,-0.062314,0.42577,-0.80544,-0.07499,1.1585
97200,-0.011687,-0.38173,0.15083,0.28826,1.1738
97400,-0.17934,0.13912,0.84126,0.15105,0.80031
97600,-0.15593,-0.0099005,0.2256,0.066022,-0.0045313
97800,0.22373,-0.98567,-0.62198,0.16184,-0.8298
98000,-0.017726,-0.8672,-0.31578,-0.070806,-2.0475
98200,-0.022496,0.50204,0.13852,-0.12155,-0.77523
98400,-0.084437,-0.24679,0.33567,-0.12416,1.371
98600,-0.18008,-0.40016,0.034781,-0.18875,1.7506
98800,-0.33752,-0.5371,-0.36015,-0.027275,1.9744
99000,0.0078829,-0.48691,-0.45229,-0.10977,2.3419
99200,-0.01293,0.6913,0.20919,-0.055615,1.4476
99400,0.25429,0.010181,0.50478,0.10297,0.0017347
99600,0.37749,-0.16796,0.39881,0.17821,0.26272
99800,0.014763,-0.25058,-0.018547,0.028191,0.21795
1e+05,-0.037008,-0.64641,-0.53668,-0.37177,-0.42353
1.002e+05,-0.0016517,-0.0070482,-0.40637,-0.32347,-2.399
1.004e+05,0.14289,0.1396,0.31756,0.3499,-2.6171
1.006e+05,0.27399,-0.54992,0.68385,0.45553,-1.0632
1.008e+05,-0.084616,0.093878,0.32288,-0.28975,-0.21535
1.01e+05,-0.31027,0.59936,-0.68198,-0.44454,0.3705
1.012e+05,-0.41654,0.8144,-0.97428,0.025396,-0.22613
1.014e+05,-0.31994,-0.073874,-0.2586,0.3407,-0.79002
1.016e+05,-0.31806,-1.1862,0.72652,0.071914,-1.0287
1.018e+05,-0.49916,-0.80673,0.75094,-0.45368,-0.67128
1.02e+05,-0.66137,0.52362,-0.31897,-0.22472,-1.0271
1.022e+05,-0.47649,0.77069,-1.0969,0.27557,-0.40433
1.024e+05,0.0016364,0.076126,-0.3099,0.34051,0.36294
1.026e+05,0.14272,-0.33193,1.1543,-0.085496,-0.29051
1.028e+05,0.28847,-0.35413,1.1201,-0.13884,-0.3782
1.03e+05,-0.028971,-0.15288,-0.12725,0.067035,-0.57407
1.032e+05,-0.037734,-0.31497,-1.345,0.062939,-0.3577
1.034e+05,-0.15191,-0.029816,-0.7759,0.18182,-0.2228
1.036e+05,-0.073107,0.60609,0.48041,-0.011192,-0.41459
1.038e+05,-0.15828,-0.26329,1.11,-0.47583,-0.62602
1.04e+05,0.092459,-0.38221,0.24282,0.10367,-0.12026
1.042e+05,-0.14008,-0.16168,-0.63673,0.24179,0.86547
1.044e+05,-0.055717,0.2406,-0.88408,0.15338,0.28369
1.046e+05,0.026663,1.317,0.026187,-0.28053,0.66477
1.048e+05,0.039769,0.028502,0.92178,-0.053,1.3678
1.05e+05,0.039655,-1.2211,0.61225,0.068162,1.0849
1.052e+05,-0.20156,-0.59259,-0.4256,0.22785,0.28398
1.054e+05,-0.1341,-0.13013,-1.1007,0.050545,-0.37011
1.056e+05,-0.24646,-0.25524,-0.40509,-0.21372,-1.1392
1.058e+05,-0.072001,-0.18637,0.62783,-0.29663,-2.1869
1.06e+05,0.12879,-0.21127,0.87528,-0.10999,-2.1761
1.062e+05,0.24247,0.22079,0.12071,0.20866,-0.97471
1.064e+05,-0.0048012,0.65952,-0.57902,0.1616,-0.67563
1.066e+05,0.15888,0.16927,-0.8554,-0.01922,-0.031469
1.068e+05,0.15774,-0.0075478,0.047589,0.088434,0.42876
1.07e+05,-0.18073,0.28845,0.89176,-0.012796,0.73564
1.072e+05,0.026848,-0.38598,0.33239,-0.010262,0.31924
1.074e+05,0.060275,-1.124,-0.40495,0.028513,-0.76777
1.076e+05,0.084075,-0.3107,-0.57964,0.15488,-0.58611
1.078e+05,-0.060929,0.90328,0.0071838,0.1194,0.061858
1.08e+05,-0.095304,0.77819,0.37269,-0.090312,-0.043877
1.082e+05,-0.25229,-0.29681,0.26914,-0.096348,-0.75535
1.084e+05,-0.34878,-0.73495,-0.38376,-0.06444,-1.571
1.086e+05,-0.27275,-0.15514,-0.62293,-0.075959,-0.53267
1.088e+05,-0.20978,0.43436,-0.09254,-0.17031,0.016744
1.09e+05,-0.41971,0.13645,0.54466,-0.10102,1.139
1.092e+05,-0.18281,-0.13352,0.2546,-0.021019,0.39001
1.094e+05,0.13727,0.2997,-0.12836,0.19003,-1.2314
1.096e+05,-0.15859,0.47861,-0.012846,0.17922,-1.312
1.098e+05,0.0946,0.46461,-0.11406,0.088906,-0.23364
1.1e+05,0.44598,0.30983,0.1714,-0.076972,0.93308
1.102e+05,-0.38542,0.12365,0.4849,-0.10847,1.0057
1.104e+05,-0.5009,-0.58255,-0.4205,-0.30157,1.0232
1.106e+05,-0.57182,-0.038016,-0.89207,-0.074359,-0.066131
1.108e+05,-0.26337,-0.19286,-0.32259,0.45369,-1.7719
1.11e+05,-0.10976,0.20782,0.84085,0.13392,-1.5688
1.112e+05,0.17034,0.16051,0.91223,-0.041701,-2.2501
1.114e+05,0.25777,0.21697,0.16415,-0.0040296,-1.9449
1.116e+05,0.1265,0.045779,-0.69693,-0.16333,1.3589
1.118e+05,0.029347,-0.10039,-0.71034,-0.1426,3.0035
1.12e+05,-0.26141,0.09468,0.062167,0.19451,2.7802
1.122e+05,-0.35987,0.023105,0.43401,0.16323,0.65543
1.124e+05,-0.16084,-0.30435,0.17612,-0.041758,-0.97447
1.126e+05,0.13261,-0.2844,-0.11961,-0.022351,-2.5261
1.128e+05,-0.044091,0.41213,0.032433,0.19,-0.47706
1.13e+05,0.014806,-0.36665,-0.0051082,0.035677,-0.45153
1.132e+05,-0.024735,-0.49559,0.018882,-0.19204,-0.97152
1.134e+05,0.11606,0.057339,0.058014,-0.036311,-0.52096
1.136e+05,0.019279,-0.18566,0.11465,-0.039489,0.083079
1.138e+05,-0.31143,-0.34592,0.016694,-0.088355,1.0909
1.14e+05,-0.1251,0.27895,-0.36439,-0.0085259,1.6069
1.142e+05,-0.034456,0.39194,-0.1191,0.097556,1.4789
1.144e+05,0.23192,-0.13439,0.31543,0.1499,1.3831
1.146e+05,0.14443,-0.065684,0.59026,-0.020637,1.2504
1.148e+05,0.076806,-0.11987,0.0043765,-0.23332,1.8773
1.15e+05,0.038741,0.49299,-0.4898,0.015722,1.2472
1.152e+05,-0.19201,-0.44939,-0.39805,0.22553,-0.71945
1.154e+05,-0.24749,-0.44321,-0.084731,0.088304,-0.73693
1.156e+05,0.026585,-0.77037,0.21055,-0.38431,-0.77519
1.158e+05,-0.0032509,0.77335,0.45498,-0.16225,-0.51431
1.16e+05,0.11795,1.2344,0.087901,0.20478,-0.38116
1.162e+05,0.16706,0.36776,-0.28339,0.10454,0.34283
1.164e+05,0.12745,0.18034,-0.34425,-0.25364,1.391
1.166e+05,-0.16248,0.019797,-0.063615,-0.25166,0.648
1.168e+05,0.18912,0.26166,0.08164,-0.080002,-0.32782
1.17e+05,0.57211,0.23491,0.40028,0.40712,1.3861
1.172e+05,0.51661,0.28525,0.56037,0.04715,2.1868
1.174e+05,0.27373,-0.16236,-0.0040538,-0.085957,1.846
1.176e+05,0.24432,-0.65922,-0.63017,-0.045249,1.3595
1.178e+05,0.47257,-0.14491,-0.34082,0.042398,0.85558
1.18e+05,-0.18656,1.0126,0.59815,0.21911,0.4847
1.182e+05,0.16158,0.10663,0.31379,0.061422,-0.55797
1.184e+05,0.026024,-0.55848,0.0098108,-0.2216,0.085775
1.186e+05,0.2986,0.54999,-0.36138,-0.10994,-0.27475
1.188e+05,0.12494,0.99135,0.0178,0.077739,0.042485
1.19e+05,0.18297,-0.13104,0.26088,0.16227,-0.13917
1.192e+05,0.081661,-0.43446,0.26212,0.0024789,0.20297
1.194e+05,0.37203,-0.36971,-0.132,-0.20346,0.45869
1.196e+05,0.41933,0.62837,-0.079547,-0.28787,1.113
1.198e+05,0.15419,1.203,0.20027,0.016532,-0.0033839
1.2e+05,-0.14106,-0.26971,-0.00060411,0.24538,0.34083
1.202e+05,-0.092935,-0.58336,-0.43379,-0.014947,-0.57008
1.204e+05,0.19804,-0.32069,-0.28616,-0.32294,-1.7325
1.206e+05,0.24881,0.39306,0.48913,-0.019928,-1.4762
1.208e+05,0.19895,0.94833,0.63168,0.32513,-1.3785
1.21e+05,0.16469,0.60592,-0.010788,0.21822,-1.1542
1.212e+05,0.26249,-0.7812,-0.56611,-0.046223,-0.43204
1.214e+05,0.0093775,-0.1117,-0.30599,-0.38802,-0.2637
1.216e+05,-0.28458,0.37762,0.10147,-0.18843,-0.39415
1.218e+05,-0.50403,0.40219,0.091564,0.36664,0.17268
1.22e+05,-0.54432,-0.11849,-0.15715,0.17122,1.9332
1.222e+05,-0.22865,-0.57462,-0.31327,-0.55935,1.8278
1.224e+05,0.046624,-0.45017,0.12714,-0.36284,0.016523
1.226e+05,0.083903,0.59154,0.58464,0.27612,0.4092
1.228e+05,0.53736,0.1907,0.20977,0.48516,1.2321
1.23e+05,0.6293,0.11263,-0.041531,0.064221,1.2776
1.232e+05,0.32438,0.091817,-0.087372,-0.36811,0.06145
1.234e+05,0.089602,-0.46172,-0.15353,-0.2014,0.6433
1.236e+05,-0.0067349,-1.0855,-0.23712,0.20475,0.29363
1.238e+05,-0.25604,0.11445,-0.11803,0.14023,0.55748
1.24e+05,-0.34755,0.74293,-0.09978,-0.010371,-0.74903
1.242e+05,-0.22981,0.11623,-0.11089,0.026774,-1.3093
1.244e+05,-0.012577,0.10321,0.029874,0.010601,-0.69989
1.246e+05,0.26524,-0.40347,0.24315,-0.24134,-1.9366
1.248e+05,0.098657,-0.068979,0.47371,-0.1805,-2.1279
1.25e+05,-0.020089,0.75946,-0.024804,0.09678,-1.4151
1.252e+05,-0.12501,0.4466,-0.5136,0.17372,-0.37966
1.254e+05,0.18104,-0.30454,-0.43861,-0.10808,-0.13503
1.256e+05,-0.085698,0.47884,0.39149,-0.12827,-0.32316
1.258e+05,-0.11952,0.16031,0.47575,-0.33676,0.07057
1.26e+05,0.25476,-0.87564,-0.12127,-0.058278,0.30576
1.262e+05,0.2928,-0.29115,-0.2083,0.34526,-0.22987
1.264e+05,0.25105,0.2219,0.12135,0.071459,0.87692
1.266e+05,-0.053083,0.53702,0.32247,-0.24667,2.2149
1.268e+05,-0.29596,0.38492,-0.13066,-0.13193,1.7207
1.27e+05,-0.17333,-0.59451,-0.55155,0.14025,1.1901
1.272e+05,0.16745,0.15627,-0.24197,0.32618,1.0054
1.274e+05,0.32904,-0.19499,0.58885,0.21058,1.0068
1.276e+05,-0.27128,0.27279,0.79974,-0.29368,0.24716
1.278e+05,-0.25958,0.10216,-0.39934,-0.48286,0.22329
1.28e+05,-0.3038,0.47634,-1.0496,-0.24793,1.1496
1.282e+05,-0.10879,-0.26607,-0.3854,0.15168,1.3311
1.284e+05,-0.059359,0.24556,0.76808,0.062715,0.51439
1.286e+05,0.16213,0.23894,0.95389,0.045959,-0.5097
1.288e+05,-0.040027,0.44481,0.23884,-0.27799,-2.2219
1.29e+05,-0.13242,0.12549,-0.81652,-0.31454,-3.0837
1.292e+05,0.027618,-0.15382,-0.88172,0.17162,-2.2078
1.294e+05,0.35853,-0.086384,0.20531,-0.022843,-1.5943
1.296e+05,0.5168,-0.074862,1.2467,0.23253,-0.74253
1.298e+05,0.29265,0.50913,0.91749,0.066359,0.78249
1.3e+05,-0.26629,0.1362,-0.56021,-0.01315,0.66378
1.302e+05,-0.41051,-0.058105,-1.5819,0.059023,-0.33038
1.304e+05,-0.53275,-0.12909,-0.72942,0.021162,-0.87877
1.306e+05,0.052041,-0.75378,0.86314,-0.086267,0.50872
1.308e+05,0.32949,-0.030195,1.7143,-0.075178,-0.18099
1.31e+05,0.1585,0.53989,0.72697,-0.14306,0.47778
1.312e+05,0.36267,-0.41599,-1.1062,0.052934,1.2232
1.314e+05,0.26,-1.1566,-1.3043,0.087635,1.8357
1.316e+05,0.24658,0.14514,-0.0044988,0.040537,1.3905
1.318e+05,0.25211,0.80501,1.2156,0.12244,0.75073
1.32e+05,0.017377,0.27611,0.8721,0.13403,1.018
1.322e+05,-0.13687,-0.5598,-0.65619,-0.12404,0.84542
1.324e+05,-0.41856,-0.35932,-1.4427,-0.12029,0.36134
1.326e+05,-0.43441,-0.22645,-0.61021,0.07092,-0.92219
1.328e+05,-0.5561,-0.30136,0.90281,0.35365,-1.2639
1.33e+05,-0.41874,0.15627,1.0135,0.055423,-1.6905
1.332e+05,0.14393,-0.23124,-0.10822,-0.31474,-1.1789
1.334e+05,0.42126,-0.15192,-0.59277,-0.47811,-1.4917
1.336e+05,0.34193,0.12197,-0.085113,0.15328,-0.96983
1.338e+05,0.41863,0.56473,0.42451,0.33779,1.145
1.34e+05,0.49324,0.64989,0.465,-0.057466,0.48673
1.342e+05,0.54494,0.48428,-0.084225,-0.23603,0.80018
1.344e+05,0.072526,-0.60248,-0.36272,-0.06493,0.31744
1.346e+05,0.25747,-0.44569,-0.51536,0.2753,-0.71011
1.348e+05,0.10962,0.86207,0.1292,0.14291,-1.4827
1.35e+05,0.48448,0.21015,0.48309,0.017312,-1.064
1.352e+05,0.57712,0.16113,0.56502,-0.14529,0.092535
1.354e+05,0.3237,0.44619,0.069311,-0.014107,0.51596
1.356e+05,0.17207,0.31736,-0.5787,0.17382,-0.52164
1.358e+05,-0.048959,0.58005,-0.57902,0.20283,-0.43745
1.36e+05,-0.051589,-0.083269,-0.028837,-0.056545,-1.2661
1.362e+05,0.18673,-0.42535,0.49048,-0.11405,-1.3887
1.364e+05,0.55378,0.23537,0.58145,-0.045705,-0.27765
1.366e+05,0.37259,0.56836,0.33378,0.076012,0.12256
1.368e+05,0.28011,0.375,-0.38323,0.27884,-0.85997
1.37e+05,0.30189,-0.6097,-0.57893,0.19123,-1.2903
1.372e+05,-0.11087,0.68733,-0.069063,-0.26416,-0.70509
1.374e+05,0.094895,0.049586,0.12393,-0.2785,0.088441
1.376e+05,-0.27491,0.60353,0.31572,0.057229,0.90835
1.378e+05,-0.24797,-0.22666,-0.1351,0.26155,1.9871
1.38e+05,-0.57507,-0.27976,-0.35842,0.004562,0.51734
1.382e+05,-0.41996,-0.6967,-0.48976,0.1579,-1.4756
1.384e+05,-0.29538,-0.8143,0.11877,0.16264,-1.1655
1.386e+05,-0.42442,0.076028,0.54723,-0.19069,0.21973
1.388e+05,-0.034947,-0.29122,0.15732,-0.27632,0.58441
1.39e+05,-0.070631,0.28827,-0.12386,0.11146,0.5565
1.392e+05,0.28773,0.36947,-0.23268,0.39151,0.15354
1.394e+05,0.44379,0.14868,0.36866,0.025292,0.77782
1.396e+05,-0.28983,0.11479,0.59585,0.033737,2.3431
1.398e+05,-0.37351,-0.18404,-0.43303,0.15031,1.5421
1.4e+05,-0.39058,0.40364,-0.93465,-0.11281,0.98563
1.402e+05,-0.034208,0.31408,-0.31353,0.26606,0.14145
1.404e+05,-0.076928,0.38115,0.85167,0.20425,-1.3691
1.406e+05,-0.20773,0.10264,0.93269,0.15225,-0.76195
1.408e+05,-0.33499,-0.087553,-0.17384,-0.15614,1.2025
1.41e+05,-0.2189,-0.15478,-1.107,-0.22551,1.1354
1.412e+05,0.088935,0.094933,-0.61828,0.15788,1.2765
1.414e+05,0.17423,0.23577,0.82188,0.063449,1.2001
1.416e+05,-0.056271,0.20538,1.1362,0.031824,-0.34627
1.418e+05,-0.15481,-0.81846,-0.1232,-0.26749,-0.68093
1.42e+05,0.29694,-0.25364,-1.1385,0.033333,-1.1844
1.422e+05,0.86781,0.54313,-0.28512,0.33007,-1.3032
1.424e+05,0.76836,0.0019191,1.297,0.27677,-0.71067
1.426e+05,0.40849,0.52646,1.1017,-0.12188,0.46359
1.428e+05,-0.043128,0.681,-0.60762,-0.44097,0.14013
1.43e+05,0.056709,0.28009,-1.706,0.16445,-0.92097
1.432e+05,-0.10533,0.12866,-0.52926,0.51732,-1.4744
1.434e+05,0.026127,-0.03497,1.0415,-0.01664,-1.4817
1.436e+05,-0.0013754,-0.8304,1.3048,-0.694,-1.8384
1.438e+05,-0.11064,0.86211,-0.084989,-0.21349,-2.5426
1.44e+05,-0.21632,0.37741,-1.3164,0.21883,-1.8822
1.442e+05,-0.16761,-0.981,-0.96777,0.22854,-0.57459
1.444e+05,-0.023624,-0.90435,0.54431,-0.19349,-0.50207
1.446e+05,0.37345,-0.84603,1.3457,-0.30482,-0.65226
1.448e+05,0.25968,0.87511,0.81967,-0.15131,-0.38667
1.45e+05,0.05458,0.82827,-0.66917,0.23009,-0.86595
1.452e+05,0.11985,-0.2745,-1.3663,0.10532,-0.11469
1.454e+05,0.0056127,-0.26038,-0.27486,-0.036226,0.58323
1.456e+05,0.24354,0.28482,0.87408,0.12376,0.47123
1.458e+05,-0.1214,0.6579,1.0782,0.098471,-0.15372
1.46e+05,-0.31365,-0.77863,-0.31722,-0.099451,-1.248
1.462e+05,0.15054,-0.64821,-1.3946,-0.35821,-0.29945
1.464e+05,0.15677,0.17456,-0.47204,0.1307,1.0483
1.466e+05,0.38023,0.93292,1.0185,0.31463,1.3366
1.468e+05,0.18968,-0.092115,1.3736,0.11048,1.3182
1.47e+05,-0.096811,-0.2301,-0.16488,-0.34619,1.103
1.472e+05,-0.012993,0.11517,-1.5174,-0.067579,1.3259
1.474e+05,0.28145,-0.3558,-0.90015,0.27785,1.3315
1.476e+05,0.068207,-0.32643,0.95197,0.070361,0.15354
1.478e+05,0.0038136,-0.02983,1.3298,-0.13973,0.15432
1.48e+05,-0.183,-0.23274,0.0039007,0.1134,1.5368
1.482e+05,-0.17656,0.40702,-1.4026,-0.1157,2.3362
1.484e+05,-0.39898,0.57677,-0.95792,0.21938,1.6933
1.486e+05,-0.016557,-0.046484,0.40868,0.059738,1.1655
1.488e+05,-0.016421,0.96594,1.4401,-0.1749,-0.74142
1.49e+05,0.065252,-0.10284,0.68409,0.08606,-0.41755
1.492e+05,0.10312,-0.007831,-0.78756,0.26312,0.054519
1.494e+05,0.077894,-0.55382,-1.1239,-0.26008,0.45585
1.496e+05,0.28829,0.094794,-0.048874,-0.10751,-0.40535
1.498e+05,-0.043701,0.93083,1.1484,0.31524,0.8669
1.5e+05,-0.01096,0.35505,0.62904,0.33864,1.6317
1.502e+05,-0.1822,-0.60263,-0.5857,-0.13754,0.55661
1.504e+05,-0.010583,-0.68218,-1.0499,-0.23934,-0.30297
1.506e+05,0.12847,0.034041,-0.040679,-0.053585,0.48459
1.508e+05,0.12942,0.21434,1.0263,0.13705,0.0895
1.51e+05,0.11542,-0.045598,0.72496,0.25547,0.51607
1.512e+05,-0.11396,-0.11349,-0.41638,0.16506,0.95632
1.514e+05,-0.26931,-0.83044,-1.1295,-0.13559,1.9022
1.516e+05,-0.21393,-0.62272,-0.54117,-0.36147,1.2314
1.518e+05,-0.21995,0.8341,0.59709,0.17651,0.036582
1.52e+05,0.14925,0.22931,0.85178,0.068284,-1.1221
1.522e+05,0.23711,-0.086328,0.30292,-0.14746,-0.39276
1.524e+05,0.034657,0.45925,-0.48041,-0.095238,0.76261
1.526e+05,-0.20559,0.039065,-0.70172,-0.040325,0.13337
1.528e+05,-0.075449,0.089508,-0.31709,0.37705,-1.1154
1.53e+05,0.15733,-0.60931,0.53105,0.30198,-1.4272
1.532e+05,0.0010389,-0.065759,0.89765,-0.3381,-1.983
1.534e+05,0.082865,0.64457,0.060903,-0.29361,-1.5676
1.536e+05,-0.076966,0.56276,-0.82263,-0.080625,-0.77455
1.538e+05,-0.012138,-0.56501,-0.73759,0.23058,-0.11868
1.54e+05,-0.033118,-0.13757,0.25892,0.035992,1.1541
1.542e+05,-0.012466,0.60496,0.8243,-0.21918,2.157
1.544e+05,0.055423,0.011098,0.36277,0.072095,1.4547
1.546e+05,0.10354,-0.063701,-0.38242,0.35058,0.36923
1.548e+05,-0.19348,0.33793,-0.55819,0.061742,-1.3013
1.55e+05,-0.032761,0.32334,-0.25076,-0.33115,-0.67538
1.552e+05,0.069981,0.013798,0.48321,-0.25018,0.17961
1.554e+05,0.57515,0.35651,0.63322,-0.12604,0.87418
1.556e+05,0.48628,0.50309,0.42292,0.31122,-0.053875
1.558e+05,0.42872,-0.12376,-0.35068,0.084568,-0.41783
1.56e+05,0.58279,-0.6467,-0.49945,-0.29402,-0.7641
1.562e+05,0.48593,-0.085746,0.10028,0.061563,0.39947
1.564e+05,0.49364,-0.043359,0.53069,0.084021,1.0981
1.566e+05,0.41878,-0.26238,0.4041,0.20063,0.3923
1.568e+05,-0.042032,-0.33509,-0.1527,0.11845,-0.10305
1.57e+05,0.0090147,0.75047,-0.86012,0.014326,-0.28762
1.572e+05,-0.06971,0.92861,-0.37506,0.068683,-1.1307
1.574e+05,-0.27448,-0.7329,0.4181,0.50483,-1.2663
1.576e+05,-0.53788,-0.39918,0.57191,0.0067061,-0.55388
1.578e+05,-0.41934,-0.14337,-0.24687,-0.42759,-1.3104
1.58e+05,-0.16645,-0.17936,-0.65391,-0.0068874,-1.4803
1.582e+05,-0.17382,-0.77867,-0.092162,0.27918,-0.67471
1.584e+05,-0.15107,-0.08843,0.51865,0.14467,-1.4791
1.586e+05,-0.15544,0.098697,0.43532,-0.012141,-0.71643
1.588e+05,0.026863,0.41618,-0.16676,-0.008211,0.59445
1.59e+05,-0.21806,0.2942,-0.3413,-0.10526,-0.091825
1.592e+05,-0.029398,-0.24178,-0.27975,0.051932,0.29579
1.594e+05,-0.18641,0.16595,0.27003,0.31165,0.42694
1.596e+05,-0.22054,0.80982,0.30907,0.13176,0.28428
1.598e+05,-0.23365,0.18965,-0.077985,0.047239,-0.2472
1.6e+05,-0.27166,-0.921,-0.36789,-0.15282,-0.94069
1.602e+05,-0.074277,-0.89211,-0.22013,-0.1055,-0.31304
1.604e+05,-0.17956,0.44045,0.31861,-0.089908,0.23351
1.606e+05,-0.038165,0.079418,0.30694,-0.014744,0.95704
1.608e+05,0.023148,-0.67336,0.17311,-0.16124,2.1038
1.61e+05,-0.16537,0.36269,-0.072235,-0.12772,1.7756
1.612e+05,-0.2011,-0.10789,-0.42632,-0.013588,1.3945
1.614e+05,-0.18458,-0.57574,-0.33669,0.030817,1.012
1.616e+05,-0.0902,0.56743,0.12925,0.061981,-0.55233
1.618e+05,0.1273,0.15943,0.41636,-0.008024,-2.385
1.62e+05,0.44734,0.5449,0.3726,-0.088294,-1.7008
1.622e+05,0.28662,0.74552,0.22921,-0.20611,-0.16035
1.624e+05,0.70963,0.054303,-0.25132,0.062934,1.6959
1.626e+05,0.77872,0.39684,-0.0032491,0.19626,2.4128
1.628e+05,0.44099,0.717,0.28147,0.042686,2.103
1.63e+05,0.28037,-0.065198,0.066139,-0.32732,0.37334
1.632e+05,0.28133,0.12024,-0.22084,-0.21283,-0.042352
1.634e+05,0.2409,0.55912,-0.19671,0.15553,0.28095
1.636e+05,0.24405,0.25168,-0.053165,0.20268,-0.20456
1.638e+05,-0.16607,-0.49623,0.075577,-0.1336,0.2087
1.64e+05,-0.05017,-0.47284,-0.16462,-0.2266,-0.49805
1.642e+05,-0.19595,-0.32759,-0.089613,-0.29095,-0.157
1.644e+05,0.26975,0.27562,-0.034053,-0.046155,2.0636
1.646e+05,0.26634,1.1816,0.43853,-0.036766,2.2887
1.648e+05,-0.1556,1.0292,0.4135,0.23332,2.5294
1.65e+05,-0.031559,-0.16369,-0.39751,0.35428,1.7979
1.652e+05,-0.090487,-0.43481,-0.57783,-0.12458,0.029704
1.654e+05,0.039875,0.042425,0.00092473,-0.51899,-2.2425
1.656e+05,0.2068,1.1032,0.51553,-0.31138,-1.962
1.658e+05,-0.088914,0.22598,0.53218,0.0025861,-1.0799
1.66e+05,-0.32301,-0.56533,-0.31826,0.59562,0.014372
1.662e+05,-0.2507,-0.38262,-0.89445,-0.070685,-0.55107
1.664e+05,0.091297,0.70348,-0.31858,-0.4958,-1.054
1.666e+05,0.31406,0.7969,0.80278,0.11843,-1.2605
1.668e+05,0.1978,0.18374,1.071,0.58769,-0.87357
1.67e+05,-0.001987,-0.50889,-0.046885,0.23816,-1.4574
1.672e+05,0.13403,-0.013151,-1.1967,-0.46898,-2.8731
1.674e+05,0.17202,-0.097218,-0.72082,-0.53662,-2.9971
1.676e+05,0.01251,-0.56727,0.69312,-0.017337,-2.6963
1.678e+05,-0.30222,-0.016633,1.0401,0.73523,-1.3021
1.68e+05,-0.18381,0.877,-0.12351,0.48303,1.1442
1.682e+05,-0.64386,-0.024043,-0.99114,-0.47349,2.1948
1.684e+05,-0.212,-0.74658,-0.94887,-0.66138,0.13995
1.686e+05,0.1161,-0.83109,0.51118,-0.058768,-2.1982
1.688e+05,0.10692,-0.35169,1.4515,0.41279,-2.5894
1.69e+05,0.029347,0.4596,0.54737,-0.17349,-1.4882
1.692e+05,0.043757,0.43962,-0.88744,-0.24746,-0.92627
1.694e+05,-0.036197,-0.10193,-1.0601,0.2086,-0.91298
1.696e+05,0.045441,-0.87245,-0.049502,0.60426,-0.26251
1.698e+05,0.019416,0.17384,0.9896,0.029862,-0.13188
1.7e+05,0.013538,0.046185,0.7372,-0.37014,0.95236
1.702e+05,0.26534,-1.0674,-0.43069,-0.29474,1.5731
1.704e+05,0.36042,0.052007,-0.78811,0.088695,1.4254
1.706e+05,0.24272,0.26287,-0.084316,0.30299,1.5241
1.708e+05,0.3327,-0.85616,0.60863,0.20592,0.31619
1.71e+05,0.084153,0.23091,0.63626,-0.11341,-0.63004
1.712e+05,-0.14599,0.40791,-0.34482,-0.27672,-0.70075
1.714e+05,-0.35456,-0.19202,-1.0319,-0.056895,-0.96582
1.716e+05,0.033328,-0.81709,-0.72105,0.15643,-0.70892
1.718e+05,0.15661,0.56826,0.72097,0.11352,-1.1546
1.72e+05,0.51953,0.13213,1.2115,-0.036121,-0.18987
