,0,1
395,-0.16581,0.07118
396,-0.49741,0.001075
397,-0.011128,0.063176
398,-0.27338,0.005356
399,0.10693,-0.31023
400,-0.072067,-0.42591
401,0.14512,-0.027171
402,-0.31815,-0.24768
403,-0.16331,0.31116
404,-0.2648,-0.36947
405,-0.086203,0.0041991
406,0.084725,-0.072088
407,-0.092622,-0.17924
408,0.28541,-0.0052501
409,0.077315,-0.19672
410,0.38526,0.092219
411,0.10257,0.010918
412,0.071524,-0.30507
413,-0.23784,-0.60479
414,0.043076,-0.3597
415,0.049097,-0.035676
416,-0.03207,-0.049976
417,-0.086816,-0.016275
418,-0.086445,0.12105
419,-0.27137,-0.23352
420,-0.16896,0.21587
421,-0.18873,-0.13912
422,-0.094185,-0.0049217
423,-0.11654,-0.10251
424,0.06352,-0.012076
425,-0.030054,-0.41424
426,0.39156,0.13667
427,0.086533,0.080983
428,0.56533,0.46171
429,-0.044825,0.48422
430,0.38349,0.28832
431,-0.036113,0.024363
432,0.30816,-0.28037
433,0.13155,-0.10388
434,-0.26997,-0.053795
435,-0.22663,0.16687
436,-0.44585,-0.13421
437,-0.077532,0.13865
438,0.063362,0.042905
439,-0.097793,-0.10985
440,0.18437,0.11948
441,0.078648,0.078952
442,-0.11028,0.0084547
443,0.10779,0.39463
444,-0.19474,0.28139
445,0.33767,0.16943
446,-0.070115,0.17954
447,0.48903,0.12311
448,-0.071167,0.11987
449,0.35528,0.16329
450,-0.012613,-0.031414
451,-0.22801,-0.13931
452,-0.22553,0.010122
453,-0.014057,0.3532
454,-0.12515,0.081942
455,-0.24329,-0.099127
456,-0.21218,-0.070972
457,-0.092959,-0.14502
458,-0.31399,-0.13767
459,0.11711,0.011032
460,-0.27343,-0.049122
461,0.39299,-0.13631
462,-0.31339,-0.1531
463,0.20499,-0.35301
464,-0.4404,-0.34373
465,-0.08627,-0.49069
466,-0.34748,-0.36822
467,0.0023845,-0.46245
468,0.014927,-0.40005
469,0.062782,-0.31284
470,-0.060873,-0.44524
471,0.1884,-0.24454
472,0.14818,-0.11879
473,0.13306,-0.28907
474,0.20165,0.0834
475,0.16925,-0.34167
476,-0.079644,-0.19835
477,0.22858,-0.44461
478,-0.1484,-0.28644
479,-0.021336,-0.46828
480,-0.040947,-0.35957
481,-0.076263,-0.38562
482,-0.054464,-0.46316
483,0.075493,-0.67536
484,0.18968,-0.24977
485,0.017123,0.16505
486,0.16209,0.46073
487,-0.02289,0.11887
488,0.12468,0.13049
489,0.089022,-0.017179
490,-0.052133,0.034417
491,0.094265,-0.17342
492,0.10358,-0.44638
493,0.075952,-0.22052
494,0.40535,-0.42251
495,-0.0432,-0.5936
496,0.050945,0.15291
497,-0.36648,-0.10422
498,0.17092,0.069668
499,0.0072679,0.24552
500,0.070209,-0.22481
501,0.19035,0.041808
502,0.09088,0.07211
503,0.16242,0.053818
504,0.084271,0.067509
505,0.17763,-0.067821
506,0.080231,0.13099
507,0.6543,-0.13116
508,-0.12779,-0.18554
509,-0.056486,0.044619
510,-0.29768,0.31805
511,-0.27668,0.058864
512,-0.26323,-0.013861
513,-0.19836,0.087843
514,-0.19516,0.24684
515,-0.010427,0.3099
516,-0.020768,0.22736
517,0.14296,0.026041
518,0.35956,0.18184
519,0.35205,0.062098
520,-0.041665,0.3366
521,-0.29393,-0.13458
522,0.13016,0.041732
523,-0.50108,0.24772
524,0.028324,0.0084471
525,-0.24061,-0.072042
526,0.43553,-0.21385
527,-0.090595,-0.1557
528,0.10724,-0.14515
529,0.012589,-0.061852
530,0.10404,-0.23044
531,0.030708,-0.088039
532,-0.066625,-0.20208
533,-0.23583,-0.17219
534,0.006405,-0.27692
535,-0.38585,-0.2017
536,-0.24182,0.57791
537,0.049138,0.87233
538,-0.19978,0.6939
539,-0.023473,0.60948
540,0.077729,0.12694
541,-0.063986,0.055754
542,0.23834,-0.076191
543,-0.077172,0.087734
544,0.31401,0.11645
545,0.11868,0.085823
546,0.12627,-0.010437
547,-0.10117,-0.17218
548,-0.1556,-0.069895
549,-0.12016,0.16544
550,-0.17745,0.13767
551,-0.15956,0.12436
552,0.09203,0.20877
553,-0.13012,0.22523
554,0.26174,-0.19144
555,-0.14521,-0.027776
556,0.31086,-0.13459
557,-0.14597,-0.4662
558,0.17615,-0.47911
559,0.13878,-0.34886
560,0.019158,-0.070279
561,-0.016349,-0.14374
562,0.40862,-0.019103
563,0.22289,-0.21599
564,0.1402,-0.52168
565,0.25525,-0.23308
566,0.023609,-0.3878
567,0.27116,0.032779
568,0.32209,0.28257
569,-0.15311,0.045245
570,0.3515,0.31318
571,0.25019,0.32505
572,0.21027,-0.090351
573,0.49537,0.022199
574,0.18575,0.043033
575,0.018837,0.12625
576,-0.34394,0.19446
577,-0.091657,0.23792
578,-0.038428,0.26974
579,0.01381,0.092963
580,0.064889,0.16698
581,-0.10202,-0.36519
582,0.051043,-0.34635
583,-0.37364,0.028814
584,-0.16386,-0.18989
585,-0.36696,-0.0046825
586,-0.014681,0.26177
587,-0.18778,-0.074009
588,-0.25722,-0.16911
589,-0.12152,-0.18099
590,-0.27873,-0.018005
591,-0.22197,-0.084352
592,0.01127,-0.2329
593,-0.087175,-0.42462
594,0.07659,-0.29048
595,0.14087,-0.24535
596,0.088433,-0.26328
597,0.18945,-0.20677
598,0.19975,-0.35445
599,0.34882,-0.073287
600,0.22993,-0.53513
601,0.47985,-0.19979
602,0.16747,-0.053133
603,0.2471,-0.23098
604,0.44871,-0.11444
605,0.066478,-0.033612
606,0.23043,-0.15926
607,0.24026,-0.073153
608,0.1692,0.02131
609,0.41803,-0.19354
610,0.33323,0.093879
611,0.30065,0.21775
612,0.041141,0.17011
613,0.26778,0.11462
614,-0.22918,-0.15303
615,0.15987,0.06068
616,0.063087,-0.2495
617,0.12885,0.23049
618,0.22036,0.14759
619,0.49424,0.1581
620,0.34439,0.014038
621,0.33494,-0.39803
622,0.33402,-0.39553
623,0.28597,-0.16475
624,-0.067336,0.33748
625,0.052969,0.25009
626,0.21657,0.22948
627,0.039424,0.033413
628,0.22871,0.083718
629,-0.15872,0.23263
630,0.11139,0.058999
631,0.051839,0.44848
632,-0.21143,-0.052861
633,0.074295,-0.0066965
634,-0.13465,-0.0027649
635,-0.16422,-0.39323
636,-0.091255,-0.044762
637,-0.4705,-0.080992
638,-0.51827,-0.025209
639,-0.52246,0.13266
640,-0.50949,0.25676
641,-0.54679,0.28967
642,-0.65451,0.073456
643,-0.2812,0.077999
644,-0.67421,0.11658
645,-0.18598,-0.18913
646,-0.19829,-0.25954
647,-0.11326,-0.22703
648,-0.091849,-0.12719
649,-0.14145,0.2619
650,-0.3566,0.23878
651,-0.11515,0.059391
652,0.0023479,-0.054306
653,0.29031,0.29691
654,-0.055836,0.65461
655,-0.18589,0.35472
656,-0.013238,0.17704
657,-0.019017,-0.14077
658,-0.053911,0.1741
659,-0.24468,0.099427
660,0.35344,0.30767
661,-0.5589,-0.038787
662,0.018837,0.094135
663,-0.54189,-0.10091
664,-0.172,0.23345
665,-0.22458,-0.03704
666,-0.080846,0.014393
667,-0.26252,-0.071215
668,0.088726,0.17319
669,0.0020917,0.14072
670,0.17405,-0.10991
671,-0.066676,-0.14236
672,0.29007,-0.28807
673,0.12781,-0.042558
674,0.65957,-0.0082459
675,0.34255,-0.33889
676,0.59543,-0.51857
677,0.24142,-0.28329
678,0.064177,-0.077591
679,0.052881,-0.053934
680,-0.11418,-0.34585
681,-0.097771,-0.45949
682,0.04416,-0.07955
683,-0.15583,-0.15279
684,-0.17253,-0.15428
685,-0.17703,0.17097
686,-0.13614,-0.12176
687,-0.020263,0.012579
688,-0.26063,0.064241
689,0.02727,0.19219
690,-0.11198,-0.081147
691,0.26731,0.077443
692,-0.071893,0.56444
693,0.099572,-0.061331
694,-0.26026,0.17515
695,-0.25329,0.011841
696,-0.093358,-0.12565
697,-0.18588,-0.21429
698,0.035482,-0.011266
699,-0.26792,0.41576
700,0.37265,0.0052862
701,-0.072251,0.19346
702,0.38851,-0.033372
703,-0.042659,0.42066
704,0.15749,0.27052
705,0.13243,0.16476
706,0.20314,0.24398
707,-0.13752,0.12943
708,-0.21872,0.32201
709,-0.31021,0.11757
710,-0.42354,-0.11285
711,-0.18554,0.027663
712,-0.31257,0.3007
713,-0.19763,-0.11351
714,-0.44824,-0.033733
715,0.012274,0.16477
716,-0.13501,-0.32486
717,-0.025289,0.028098
718,0.1342,0.096858
719,-0.17402,0.08706
720,0.13264,-0.099851
721,-0.0040579,-0.023956
722,0.13576,-0.010915
723,-0.1343,0.17789
724,0.11982,0.20168
725,-0.15815,0.046203
726,-0.13519,0.38279
727,-0.33325,0.15219
728,0.10664,-0.025105
729,-0.32515,-0.067288
730,-0.013777,0.13979
731,-0.40568,0.0815
732,-0.10688,0.23833
733,-0.85994,0.12548
734,-0.35683,0.59522
735,-0.75094,-0.069945
736,-0.4564,0.0078805
737,-0.46376,-0.027682
738,-0.33964,0.0083538
739,0.12303,0.28903
740,-0.27187,0.16118
741,-0.015677,0.099302
742,-0.45137,0.085676
743,-0.14845,0.20443
744,-0.50812,-0.038978
745,-0.11898,0.11546
746,-0.095343,-0.27462
747,0.011827,-0.10251
748,-0.18661,-0.28429
749,-0.33886,-0.26479
750,0.16481,-0.10627
751,0.25706,-0.32048
752,0.13221,-0.34724
753,-0.056228,-0.50616
754,0.30004,-0.71762
755,-0.11664,-0.41858
756,0.044393,-0.078408
757,0.12339,-0.15147
758,-0.24251,-0.12306
759,-0.3539,-0.28886
760,-0.072508,0.17651
761,-0.10406,-0.037053
762,-0.027631,0.27928
763,0.044546,0.1767
764,0.20709,0.073926
765,0.23707,0.28134
766,0.013537,0.32381
767,0.28188,0.1635
768,0.069606,0.38935
769,0.046794,0.5447
770,-0.19918,0.28263
771,0.13287,0.17085
772,-0.15703,0.2058
773,0.060021,0.18684
774,-0.2311,0.2774
775,-0.3032,0.097209
776,-0.11155,0.23739
777,-0.17518,0.32412
778,0.16651,0.21263
779,0.0894,0.18054
780,0.30286,-0.13612
781,-0.07479,-0.2529
782,-0.043316,-0.42067
783,-0.29554,-0.46771
784,0.048384,-0.30224
785,0.41488,-0.53742
786,0.21119,0.1738
787,0.073948,0.10989
788,0.28032,-0.33481
789,-0.16066,-0.34286
790,-0.1608,-0.22554
791,0.047078,-0.50136
792,-0.23127,-0.33763
793,0.063609,-0.017126
794,0.17203,-0.10715
795,0.12923,-0.059735
796,0.28487,-0.24564
797,-0.22806,-0.22134
798,0.25194,-0.40797
799,0.33887,-0.13461
800,0.26808,-0.22588
801,-0.11193,0.039397
802,0.082219,0.21803
803,-0.14774,0.31053
804,0.10294,0.16085
805,0.018832,0.025649
806,0.13445,-0.20237
807,-0.049895,-0.052118
808,-0.057618,0.13057
809,-0.14863,-0.026381
810,0.12704,-0.019101
811,-0.43221,0.11034
812,-0.021164,0.2131
813,-0.16415,-0.17607
814,-0.15755,0.012181
815,-0.0023828,0.008823
816,-0.093278,-0.024261
817,-0.19818,0.17062
818,-0.034184,-0.0094434
819,-0.15614,-0.13489
820,-0.11468,-0.00064311
821,-0.2318,0.064724
822,-0.068232,-0.01774
823,-0.49195,0.16507
824,-0.16298,-0.24112
825,-0.37098,-0.27842
826,-0.30097,-0.77403
827,-0.085049,-0.26101
828,-0.30584,-0.45741
829,0.035018,-0.28579
830,0.045749,-0.0039472
831,-0.0092902,-0.048535
832,0.077505,-0.10829
833,0.13101,-0.22272
834,0.035658,-0.15882
835,0.17724,0.012515
836,-0.21696,-0.33001
837,0.28901,-0.14317
838,-0.27749,0.033209
839,-0.24901,-0.2995
840,0.11325,0.020717
841,-0.12573,0.085035
842,0.13384,-0.13827
843,-0.12213,-0.3392
844,-0.14941,-0.076707
845,-0.6906,0.063128
846,-0.01851,0.1257
847,-0.40449,0.21547
848,-0.089173,-0.1251
849,-0.13004,0.10983
850,-0.34146,-0.097091
851,-0.24506,-0.12914
852,0.03423,-0.38226
853,0.00046811,0.041311
854,-0.23909,-0.024915
855,-0.46433,0.19902
856,-0.28023,0.37683
857,-0.21739,-0.036914
858,0.026622,0.1892
859,-0.087287,0.065747
860,-0.21988,0.24699
861,-0.0043997,0.33348
862,-0.34485,0.34689
863,-0.22888,0.041929
864,-0.32606,0.060852
865,-0.39292,0.085555
866,-0.25651,0.6781
867,-0.4021,0.53367
868,-0.2256,0.81322
869,-0.3161,0.51492
870,-0.22637,0.41098
871,-0.28139,0.39001
872,0.10534,0.13264
873,-0.0081018,0.37938
874,0.063672,0.14675
875,-0.29107,-0.14014
876,-0.32243,0.14746
877,-0.57073,-0.28275
878,0.30275,-0.45246
879,-0.060615,-0.17985
880,0.19671,-0.35261
881,-0.20548,-0.35916
882,-0.15147,-0.24658
883,-0.0083611,-0.26824
884,0.23645,-0.20117
885,-0.3192,-0.079703
886,-0.0035762,-0.30582
887,-0.17682,-0.38312
888,-0.41787,-0.63431
889,0.038053,-0.40839
890,-0.28806,-0.15736
891,0.37266,-0.28508
892,-0.18494,-0.045238
893,0.24967,0.032952
894,-0.29599,0.20228
895,-0.029737,0.28538
896,-0.38471,0.01684
897,0.025175,-0.10756
898,0.070529,-0.029976
899,-0.099088,-0.16647
900,0.11263,0.21796
901,-0.13915,0.32986
902,0.062821,0.19456
903,0.17596,0.058372
904,0.073063,0.16442
905,-0.11208,-0.053811
906,-0.1461,-0.013643
907,-0.10463,-0.12231
908,-0.12185,-0.030536
909,-0.23766,0.18899
910,-0.048556,0.21799
911,0.12962,0.35371
912,-0.06155,0.0021396
913,0.017741,0.10756
914,-0.46931,-0.15322
915,-0.19296,0.03719
916,-0.5326,0.049372
917,-0.22699,0.28645
918,-0.18388,0.3443
919,0.17277,0.32565
920,0.28503,0.098107
921,0.091512,0.0091749
922,0.087629,-0.38702
923,0.21802,-0.24263
924,0.16365,-0.4847
925,0.27843,-0.056441
926,0.26532,0.060872
927,-0.13032,0.040718
928,0.2277,-0.04722
929,-0.060695,0.017869
930,-0.044269,0.31871
931,-0.17349,0.40088
932,0.21681,0.13441
933,-0.22701,0.16762
934,-0.16166,-0.13017
935,-0.086736,0.061603
936,0.31265,0.14642
937,-0.0069919,0.2509
938,0.21729,-0.1766
939,-0.16942,0.080463
940,0.42654,-0.17598
941,-0.017056,-0.12961
942,0.31759,0.070563
943,-0.16718,0.061944
944,0.31288,0.0061419
945,0.025526,0.13619
946,-0.072206,0.3826
947,0.01349,0.055582
948,-0.12487,-0.17127
949,0.016107,-0.28984
950,-0.11094,-0.33904
951,-0.04102,-0.32783
952,-0.26615,-0.083604
953,-0.11178,-0.51616
954,0.0090505,-0.17599
955,0.29395,-0.32931
956,-0.19818,0.052989
957,0.60264,-0.21578
958,0.26639,-0.074203
959,0.36166,-0.26035
960,0.10912,-0.25529
961,0.052011,-0.20622
962,0.22631,-0.1793
963,-0.090284,-0.21793
964,0.011752,0.10263
965,0.13276,0.1075
966,0.10634,0.43455
967,0.25636,0.13986
968,0.17975,0.35618
969,0.065977,-0.2494
970,-0.0062955,0.099172
971,0.19163,0.064081
972,-0.11822,-0.029369
973,0.32133,0.14014
974,0.13116,0.22571
975,0.23132,0.32503
976,0.089358,0.25911
977,0.19772,0.28887
978,0.76979,0.032565
979,0.15335,-0.14824
980,0.08891,-0.10631
981,0.46859,-0.034859
982,0.21328,0.15498
983,0.12604,-0.10308
984,0.64271,-0.10813
985,0.23748,0.53103
986,0.40395,0.066267
987,0.0035663,0.51677
988,-0.010657,0.41219
989,-0.35297,0.15667
990,-0.12521,0.1238
991,-0.39962,0.03782
992,0.026984,0.13459
993,-0.26064,0.33453
994,0.34123,-0.16683
995,0.20592,0.40492
996,0.22401,0.28416
997,0.068808,0.084866
998,0.34932,0.065576
999,-0.15997,0.10312
