Time,x,y
222,0.42852,0.20055
223,0.429965,0.19371
224,0.43141,0.18687
225,0.461055,0.22622
226,0.4907,0.26557
227,0.489195,0.270755
228,0.48769,0.27594
229,0.483285,0.27556
230,0.47888,0.27518
231,0.443595,0.26096
232,0.40831,0.24674
233,0.426065,0.22037
234,0.44382,0.194
235,0.44314,0.19421
236,0.44246,0.19442
237,0.44374,0.20081
238,0.44502,0.2072
239,0.47353,0.200665
240,0.50204,0.19413
241,0.465685,0.2298
242,0.42933,0.26547
243,0.423305,0.237435
244,0.41728,0.2094
245,0.452285,0.23499
246,0.48729,0.26058
247,0.44995,0.26928
248,0.41261,0.27798
249,0.45878,0.267805
250,0.50495,0.25763
251,0.49744,0.24919
252,0.48993,0.24075
253,0.49828,0.263965
254,0.50663,0.28718
255,0.497275,0.26235
256,0.48792,0.23752
257,0.48043,0.239245
258,0.47294,0.24097
259,0.492355,0.265255
260,0.51177,0.28954
261,0.49081,0.276485
262,0.46985,0.26343
263,0.46688,0.252295
264,0.46391,0.24116
265,0.45212,0.26574
266,0.44033,0.29032
267,0.43782,0.262845
268,0.43531,0.23537
269,0.45049,0.27428
270,0.46567,0.31319
271,0.47691,0.27925
272,0.48815,0.24531
273,0.502315,0.239385
274,0.51648,0.23346
275,0.48415,0.23397
276,0.45182,0.23448
277,0.44641,0.270275
278,0.441,0.30607
279,0.44756,0.30948
280,0.45412,0.31289
281,0.44174,0.310035
282,0.42936,0.30718
283,0.456655,0.309075
284,0.48395,0.31097
285,0.471565,0.32212
286,0.45918,0.33327
287,0.484925,0.309535
288,0.51067,0.2858
289,0.487905,0.30283
290,0.46514,0.31986
291,0.488625,0.302645
292,0.51211,0.28543
293,0.47905,0.31249
294,0.44599,0.33955
295,0.474885,0.293435
296,0.50378,0.24732
297,0.507105,0.29732
298,0.51043,0.34732
299,0.489125,0.32777
300,0.46782,0.30822
301,0.476155,0.29804
302,0.48449,0.28786
303,0.45987,0.299415
304,0.43525,0.31097
305,0.44343,0.29909
306,0.45161,0.28721
307,0.469005,0.281175
308,0.4864,0.27514
309,0.482965,0.301455
310,0.47953,0.32777
311,0.49943,0.32972
312,0.51933,0.33167
313,0.50701,0.338085
314,0.49469,0.3445
315,0.48672,0.323315
316,0.47875,0.30213
317,0.48572,0.298205
318,0.49269,0.29428
319,0.46547,0.300035
320,0.43825,0.30579
321,0.436175,0.305975
322,0.4341,0.30616
323,0.469835,0.337105
324,0.50557,0.36805
325,0.484375,0.360485
326,0.46318,0.35292
327,0.450505,0.33053
328,0.43783,0.30814
329,0.480855,0.32504
330,0.52388,0.34194
331,0.48062,0.35094
332,0.43736,0.35994
333,0.43822,0.36495
334,0.43908,0.36996
335,0.464535,0.373755
336,0.48999,0.37755
337,0.483445,0.36324
338,0.4769,0.34893
339,0.456475,0.323575
340,0.43605,0.29822
341,0.43733,0.3067
342,0.43861,0.31518
343,0.448215,0.34875
344,0.45782,0.38232
345,0.45242,0.360565
346,0.44702,0.33881
347,0.472325,0.352165
348,0.49763,0.36552
349,0.490085,0.372635
350,0.48254,0.37975
351,0.46437,0.353975
352,0.4462,0.3282
353,0.46262,0.34453
354,0.47904,0.36086
355,0.502505,0.345625
356,0.52597,0.33039
357,0.50931,0.32026
358,0.49265,0.31013
359,0.501025,0.34912
360,0.5094,0.38811
361,0.52205,0.351875
362,0.5347,0.31564
363,0.515195,0.335205
364,0.49569,0.35477
365,0.49157,0.348745
366,0.48745,0.34272
367,0.489,0.34131
368,0.49055,0.3399
369,0.49441,0.363805
370,0.49827,0.38771
371,0.50629,0.40134
372,0.51431,0.41497
373,0.50625,0.37058
374,0.49819,0.32619
375,0.504405,0.36417
376,0.51062,0.40215
377,0.496365,0.40582
378,0.48211,0.40949
379,0.49279,0.4159
380,0.50347,0.42231
381,0.48009,0.42665
382,0.45671,0.43099
383,0.491805,0.38926
384,0.5269,0.34753
385,0.49577,0.36849
386,0.46464,0.38945
387,0.46998,0.405605
388,0.47532,0.42176
389,0.472765,0.413515
390,0.47021,0.40527
391,0.503535,0.42212
392,0.53686,0.43897
393,0.498185,0.43962
394,0.45951,0.44027
395,0.45488,0.44226
396,0.45025,0.44425
397,0.480145,0.40029
398,0.51004,0.35633
399,0.48024,0.375845
400,0.45044,0.39536
401,0.4557,0.39053
402,0.46096,0.3857
403,0.481435,0.377365
404,0.50191,0.36903
405,0.50713,0.37006
406,0.51235,0.37109
407,0.521475,0.40566
408,0.5306,0.44023
409,0.51629,0.427175
410,0.50198,0.41412
411,0.51505,0.4361
412,0.52812,0.45808
413,0.518875,0.46129
414,0.50963,0.4645
415,0.515165,0.43658
416,0.5207,0.40866
417,0.50836,0.40773
418,0.49602,0.4068
419,0.469485,0.400585
420,0.44295,0.39437
421,0.45273,0.406335
422,0.46251,0.4183
423,0.47459,0.41031
424,0.48667,0.40232
425,0.49272,0.41297
426,0.49877,0.42362
427,0.49018,0.423315
428,0.48159,0.42301
429,0.494745,0.41535
430,0.5079,0.40769
431,0.50491,0.4024
432,0.50192,0.39711
433,0.511015,0.41239
434,0.52011,0.42767
435,0.49059,0.433055
436,0.46107,0.43844
437,0.47756,0.430315
438,0.49405,0.42219
439,0.48809,0.441215
440,0.48213,0.46024
441,0.511915,0.44916
442,0.5417,0.43808
443,0.539705,0.438715
444,0.53771,0.43935
445,0.5356,0.45822
446,0.53349,0.47709
447,0.51109,0.47922
448,0.48869,0.48135
449,0.504145,0.479185
450,0.5196,0.47702
451,0.52755,0.47988
452,0.5355,0.48274
453,0.50875,0.469345
454,0.482,0.45595
455,0.4692,0.45965
456,0.4564,0.46335
457,0.47689,0.46813
458,0.49738,0.47291
459,0.488235,0.44728
460,0.47909,0.42165
461,0.50455,0.430035
462,0.53001,0.43842
463,0.4969,0.45793
464,0.46379,0.47744
465,0.464965,0.462905
466,0.46614,0.44837
467,0.48227,0.472475
468,0.4984,0.49658
469,0.47614,0.472595
470,0.45388,0.44861
471,0.46175,0.43823
472,0.46962,0.42785
473,0.489355,0.441705
474,0.50909,0.45556
475,0.482955,0.469555
476,0.45682,0.48355
477,0.48168,0.50519
478,0.50654,0.52683
479,0.5207,0.513835
480,0.53486,0.50084
481,0.51495,0.50328
482,0.49504,0.50572
483,0.48622,0.498785
484,0.4774,0.49185
485,0.49987,0.49157
486,0.52234,0.49129
487,0.531995,0.50941
488,0.54165,0.52753
489,0.52626,0.504405
490,0.51087,0.48128
491,0.502875,0.48553
492,0.49488,0.48978
493,0.49256,0.478295
494,0.49024,0.46681
495,0.477685,0.495265
496,0.46513,0.52372
497,0.478005,0.514195
498,0.49088,0.50467
499,0.46544,0.492205
500,0.44,0.47974
501,0.44438,0.49392
502,0.44876,0.5081
503,0.42754,0.47551
504,0.40632,0.44292
505,0.387805,0.43479
506,0.36929,0.42666
507,0.329325,0.453195
508,0.28936,0.47973
509,0.277285,0.479825
510,0.26521,0.47992
511,0.27549,0.47296
512,0.28577,0.466
513,0.26742,0.4795
514,0.24907,0.493
515,0.240855,0.4763
516,0.23264,0.4596
517,0.19511,0.45108
518,0.15758,0.44256
519,0.172725,0.42626
520,0.18787,0.40996
521,0.178675,0.39654
522,0.16948,0.38312
523,0.150675,0.41416
524,0.13187,0.4452
525,0.104575,0.413815
526,0.07728,0.38243
527,0.09597,0.385235
528,0.11466,0.38804
529,0.1058325,0.38399
530,0.097005,0.37994
531,0.061328,0.391325
532,0.025651,0.40271
533,0.026102,0.39942
534,0.026553,0.39613
535,0.002916,0.40547
536,-0.020721,0.41481
537,-0.032941,0.415885
538,-0.045161,0.41696
539,-0.02411835,0.409855
540,-0.0030757,0.40275
541,-0.04974135,0.408845
542,-0.096407,0.41494
543,-0.0993235,0.372495
544,-0.10224,0.33005
545,-0.072483,0.364555
546,-0.042726,0.39906
547,-0.071718,0.35179
548,-0.10071,0.30452
549,-0.109135,0.31129
550,-0.11756,0.31806
551,-0.107872,0.303475
552,-0.098184,0.28889
553,-0.149167,0.319025
554,-0.20015,0.34916
555,-0.16953,0.35782
556,-0.13891,0.36648
557,-0.146425,0.34686
558,-0.15394,0.32724
559,-0.1958,0.303395
560,-0.23766,0.27955
561,-0.247845,0.293895
562,-0.25803,0.30824
563,-0.241745,0.308505
564,-0.22546,0.30877
565,-0.256275,0.2868
566,-0.28709,0.26483
567,-0.297655,0.268625
568,-0.30822,0.27242
569,-0.30301,0.28901
570,-0.2978,0.3056
571,-0.30303,0.294445
572,-0.30826,0.28329
573,-0.330835,0.25976
574,-0.35341,0.23623
575,-0.33052,0.245135
576,-0.30763,0.25404
577,-0.321145,0.25185
578,-0.33466,0.24966
579,-0.31925,0.255665
580,-0.30384,0.26167
581,-0.34891,0.230805
582,-0.39398,0.19994
583,-0.364955,0.22485
584,-0.33593,0.24976
585,-0.35478,0.26449
586,-0.37363,0.27922
587,-0.37575,0.234955
588,-0.37787,0.19069
589,-0.40204,0.21895
590,-0.42621,0.24721
591,-0.427195,0.25613
592,-0.42818,0.26505
593,-0.452295,0.24397
594,-0.47641,0.22289
595,-0.443105,0.22543
596,-0.4098,0.22797
597,-0.4372,0.204125
598,-0.4646,0.18028
599,-0.4588,0.18509
600,-0.453,0.1899
601,-0.455245,0.16635
602,-0.45749,0.1428
603,-0.484765,0.15667
604,-0.51204,0.17054
605,-0.50168,0.166355
606,-0.49132,0.16217
607,-0.507425,0.155465
608,-0.52353,0.14876
609,-0.50712,0.172215
610,-0.49071,0.19567
611,-0.531565,0.17436
612,-0.57242,0.15305
613,-0.531115,0.167855
614,-0.48981,0.18266
615,-0.50521,0.17884
616,-0.52061,0.17502
617,-0.563515,0.14666
618,-0.60642,0.1183
619,-0.566725,0.1045655
620,-0.52703,0.090831
621,-0.53257,0.087162
622,-0.53811,0.083493
623,-0.550645,0.1096215
624,-0.56318,0.13575
625,-0.55794,0.12209
626,-0.5527,0.10843
627,-0.577715,0.12949
628,-0.60273,0.15055
